week,date,team,opponent,home_or_away,time,rest_days,reserved,is_locked_out,expected_avail,spot_value,projected_win_prob,notes_future,spot_quality,preferred,must_use,save_for_later,notes,spot_value_score,max_future_prob,future_depth_ge55,future_depth_ge60
2,2025-09-15,HOU,TB,Home,7:00 PM,8,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.7354,9,8
3,2025-09-21,HOU,JAX,Away,1:00 PM,6,False,False,False,Medium,0.6491,,,False,False,False,,0.5193,0.7354,8,7
4,2025-09-28,HOU,TEN,Home,1:00 PM,7,False,False,False,Low,0.4237,,,False,False,False,,0.389,0.7354,8,7
5,2025-10-05,HOU,BAL,Away,1:00 PM,7,False,False,False,Low,0.2597,,,False,False,False,,0.2078,0.7354,8,7
7,2025-10-20,HOU,SEA,Away,10:00 PM,15,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.7354,7,7
8,2025-10-26,HOU,SF,Home,1:00 PM,6,False,False,False,Low,0.4878,,,False,False,False,,0.4402,0.7354,7,7
9,2025-11-02,HOU,DEN,Home,1:00 PM,7,False,False,False,Low,0.5455,,,False,False,False,,0.4864,0.7354,7,7
10,2025-11-09,HOU,JAX,Home,1:00 PM,7,False,False,False,Medium,0.6491,,,False,False,False,,0.5693,0.7354,6,6
11,2025-11-16,HOU,TEN,Away,1:00 PM,7,False,False,False,Low,0.4237,,,False,False,False,,0.289,0.7354,6,6
12,2025-11-20,HOU,BUF,Home,8:15 PM,4,False,False,False,Medium,0.6491,,,False,False,False,,0.5693,0.7354,5,5
13,2025-11-30,HOU,IND,Away,1:00 PM,10,False,False,False,Medium,0.6855,,,False,False,False,,0.5484,0.7354,4,4
14,2025-12-07,HOU,KC,Away,8:20 PM,7,False,False,False,Medium,0.7354,,,False,False,False,,0.5883,0.6855,3,3
15,2025-12-14,HOU,ARI,Home,1:00 PM,7,False,False,False,Low,0.4673,,,False,False,False,,0.4238,0.6855,3,3
16,2025-12-21,HOU,LV,Home,4:25 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5984,0.6855,2,2
17,2025-12-28,HOU,LAC,Away,1:00 PM,7,False,False,False,Medium,0.6491,,,False,False,False,,0.5193,0.6855,1,1
18,2026-01-04,HOU,IND,Home,1:00 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5984,0.0,0,0
1,2025-09-07,IND,MIA,Home,1:00 PM,7,False,False,False,Low,0.5413,,,False,False,False,,0.483,0.8095,10,8
2,2025-09-14,IND,DEN,Home,4:05 PM,7,False,False,False,Medium,0.6491,,,False,False,False,,0.5693,0.8095,9,7
3,2025-09-21,IND,TEN,Away,1:00 PM,7,False,False,False,Medium,0.6491,,,False,False,False,,0.5193,0.8095,8,6
4,2025-09-28,IND,LAR,Away,4:05 PM,7,False,False,False,Medium,0.7487,,,False,False,False,,0.599,0.8095,7,5
5,2025-10-05,IND,LV,Home,1:00 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.8095,6,5
6,2025-10-12,IND,ARI,Home,1:00 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.8095,5,5
7,2025-10-19,IND,LAC,Away,4:05 PM,7,False,False,False,Medium,0.7207,,,False,False,False,,0.5766,0.8095,4,4
8,2025-10-26,IND,TEN,Home,4:25 PM,7,False,False,False,Medium,0.6491,,,False,False,False,,0.5693,0.8095,3,3
9,2025-11-02,IND,PIT,Away,1:00 PM,7,False,False,False,Medium,0.6491,,,False,False,False,,0.5193,0.8095,2,2
10,2025-11-09,IND,ATL,Home,9:30 AM,7,False,False,False,Low,0.5349,,,False,False,False,,0.4779,0.8095,2,2
12,2025-11-23,IND,KC,Away,1:00 PM,14,False,False,False,Medium,0.8095,,,False,False,False,,0.6976,0.6491,1,1
13,2025-11-30,IND,HOU,Home,1:00 PM,7,False,False,False,Low,0.3571,,,False,False,False,,0.3357,0.6491,1,1
14,2025-12-07,IND,JAX,Away,1:00 PM,7,False,False,False,Low,0.5495,,,False,False,False,,0.4396,0.6491,1,1
15,2025-12-14,IND,SEA,Away,4:25 PM,7,False,False,False,Medium,0.6491,,,False,False,False,,0.5193,0.5495,0,0
16,2025-12-22,IND,SF,Home,8:15 PM,8,False,False,False,Low,0.4167,,,False,False,False,,0.3834,0.5495,0,0
17,2025-12-28,IND,JAX,Home,1:00 PM,6,False,False,False,Low,0.5495,,,False,False,False,,0.4896,0.3571,0,0
18,2026-01-04,IND,HOU,Away,1:00 PM,7,False,False,False,Low,0.3571,,,False,False,False,,0.2857,0.0,0,0
1,2025-09-07,JAX,CAR,Home,1:00 PM,7,False,False,False,Low,0.4348,,,False,False,False,,0.3978,0.7041,6,4
2,2025-09-14,JAX,CIN,Away,1:00 PM,7,False,False,False,Low,0.339,,,False,False,False,,0.2712,0.7041,6,4
3,2025-09-21,JAX,HOU,Home,1:00 PM,7,False,False,False,Low,0.3937,,,False,False,False,,0.365,0.7041,6,4
4,2025-09-28,JAX,SF,Away,4:05 PM,7,False,False,False,Medium,0.7041,,,False,False,False,,0.5633,0.6855,5,3
5,2025-10-06,JAX,KC,Home,8:15 PM,8,False,False,False,Low,0.3704,,,False,False,False,,0.3463,0.6855,5,3
6,2025-10-12,JAX,SEA,Home,1:00 PM,6,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.6855,4,3
7,2025-10-19,JAX,LAR,Home,9:30 AM,7,False,False,False,Low,0.3937,,,False,False,False,,0.365,0.6855,4,3
9,2025-11-02,JAX,LV,Away,4:05 PM,14,False,False,False,Low,0.5556,,,False,False,False,,0.4445,0.6855,3,3
10,2025-11-09,JAX,HOU,Away,1:00 PM,7,False,False,False,Low,0.3937,,,False,False,False,,0.315,0.6855,3,3
11,2025-11-16,JAX,LAC,Home,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.4402,0.6855,3,3
12,2025-11-23,JAX,ARI,Away,4:05 PM,7,False,False,False,Low,0.4237,,,False,False,False,,0.339,0.6855,3,3
13,2025-11-30,JAX,TEN,Away,1:00 PM,7,False,False,False,Medium,0.6721,,,False,False,False,,0.5377,0.6855,2,2
14,2025-12-07,JAX,IND,Home,1:00 PM,7,False,False,False,Low,0.495,,,False,False,False,,0.446,0.6855,2,2
15,2025-12-14,JAX,NYJ,Home,1:00 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5984,0.6721,1,1
16,2025-12-21,JAX,DEN,Away,4:05 PM,7,False,False,False,Low,0.339,,,False,False,False,,0.2712,0.6721,1,1
17,2025-12-28,JAX,IND,Away,1:00 PM,7,False,False,False,Low,0.495,,,False,False,False,,0.396,0.6721,1,1
18,2026-01-04,JAX,TEN,Home,1:00 PM,7,False,False,False,Medium,0.6721,,,False,False,False,,0.5877,0.0,0,0
1,2025-09-05,KC,LAC,Away,8:00 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5484,0.7143,4,4
2,2025-09-14,KC,PHI,Home,4:25 PM,9,False,False,False,Low,0.5192,,,False,False,False,,0.4654,0.7143,4,4
3,2025-09-21,KC,NYG,Away,8:20 PM,7,False,False,False,Low,0.303,,,False,False,False,,0.2424,0.7143,4,4
4,2025-09-28,KC,BAL,Home,4:25 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.4402,0.7143,4,4
5,2025-10-06,KC,JAX,Away,8:15 PM,8,False,False,False,Medium,0.6721,,,False,False,False,,0.5377,0.7143,3,3
6,2025-10-12,KC,DET,Home,8:20 PM,6,False,False,False,Low,0.4348,,,False,False,False,,0.3978,0.7143,3,3
7,2025-10-19,KC,LV,Home,1:00 PM,7,False,False,False,Low,0.3226,,,False,False,False,,0.3081,0.7143,3,3
8,2025-10-27,KC,WSH,Home,8:15 PM,8,False,False,False,Medium,0.6721,,,False,False,False,,0.5877,0.7143,2,2
9,2025-11-02,KC,BUF,Away,4:25 PM,6,False,False,False,Low,0.4464,,,False,False,False,,0.3571,0.7143,2,2
11,2025-11-16,KC,DEN,Away,4:25 PM,14,False,False,False,Low,0.3571,,,False,False,False,,0.2857,0.7143,2,2
12,2025-11-23,KC,IND,Home,1:00 PM,7,False,False,False,Low,0.2326,,,False,False,False,,0.1861,0.7143,2,2
13,2025-11-27,KC,DAL,Away,4:30 PM,4,False,False,False,Medium,0.7143,,,False,False,False,,0.5714,0.6855,1,1
14,2025-12-07,KC,HOU,Home,8:20 PM,10,False,False,False,Low,0.3077,,,False,False,False,,0.2962,0.6855,1,1
15,2025-12-14,KC,LAC,Home,1:00 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5984,0.3571,0,0
16,2025-12-21,KC,TEN,Away,1:00 PM,7,False,False,False,Low,0.2857,,,False,False,False,,0.2286,0.3571,0,0
17,2025-12-25,KC,DEN,Home,8:15 PM,4,False,False,False,Low,0.3571,,,False,False,False,,0.3357,0.3226,0,0
18,2026-01-04,KC,LV,Away,1:00 PM,10,False,False,False,Low,0.3226,,,False,False,False,,0.2581,0.0,0,0
1,2025-09-05,LAC,KC,Home,8:00 PM,7,False,False,False,Low,0.3571,,,False,False,False,,0.3357,0.6855,4,2
2,2025-09-15,LAC,LV,Away,10:00 PM,10,False,False,False,Low,0.303,,,False,False,False,,0.2424,0.6855,4,2
3,2025-09-21,LAC,DEN,Home,4:05 PM,6,False,False,False,Low,0.4673,,,False,False,False,,0.4238,0.6855,4,2
4,2025-09-28,LAC,NYG,Away,1:00 PM,7,False,False,False,Low,0.3937,,,False,False,False,,0.315,0.6855,4,2
5,2025-10-05,LAC,WSH,Home,4:25 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.6855,3,2
6,2025-10-12,LAC,MIA,Away,1:00 PM,7,False,False,False,Low,0.4545,,,False,False,False,,0.3636,0.6855,3,2
7,2025-10-19,LAC,IND,Home,4:05 PM,7,False,False,False,Low,0.3226,,,False,False,False,,0.3081,0.6855,3,2
8,2025-10-23,LAC,MIN,Home,8:15 PM,4,False,False,False,Medium,0.6078,,,False,False,False,,0.5362,0.6855,2,1
9,2025-11-02,LAC,TEN,Away,1:00 PM,10,False,False,False,Low,0.3571,,,False,False,False,,0.2857,0.6855,2,1
10,2025-11-09,LAC,PIT,Home,8:20 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5984,0.5556,1,0
11,2025-11-16,LAC,JAX,Away,1:00 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4445,0.5495,0,0
13,2025-11-30,LAC,LV,Home,4:25 PM,14,False,False,False,Low,0.303,,,False,False,False,,0.3424,0.5495,0,0
14,2025-12-08,LAC,PHI,Home,8:15 PM,8,False,False,False,Low,0.4673,,,False,False,False,,0.4238,0.5495,0,0
15,2025-12-14,LAC,KC,Away,1:00 PM,6,False,False,False,Low,0.3571,,,False,False,False,,0.2857,0.5495,0,0
16,2025-12-21,LAC,DAL,Away,1:00 PM,7,False,False,False,Low,0.5495,,,False,False,False,,0.4396,0.4673,0,0
17,2025-12-28,LAC,HOU,Home,1:00 PM,7,False,False,False,Low,0.3937,,,False,False,False,,0.365,0.4673,0,0
18,2026-01-04,LAC,DEN,Away,1:00 PM,7,False,False,False,Low,0.4673,,,False,False,False,,0.3738,0.0,0,0
1,2025-09-07,LAR,HOU,Home,4:25 PM,7,False,False,False,Low,0.4673,,,False,False,False,,0.4238,0.8148,8,5
2,2025-09-14,LAR,TEN,Away,1:00 PM,7,False,False,False,Low,0.3448,,,False,False,False,,0.2758,0.8148,8,5
3,2025-09-21,LAR,PHI,Away,1:00 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5484,0.8148,7,4
4,2025-09-28,LAR,IND,Home,4:05 PM,7,False,False,False,Low,0.2941,,,False,False,False,,0.2853,0.8148,7,4
5,2025-10-02,LAR,SF,Home,8:15 PM,4,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.8148,6,4
6,2025-10-12,LAR,BAL,Away,1:00 PM,10,False,False,False,Low,0.3279,,,False,False,False,,0.2623,0.8148,6,4
7,2025-10-19,LAR,JAX,Away,9:30 AM,7,False,False,False,Medium,0.6491,,,False,False,False,,0.5193,0.8148,5,3
9,2025-11-02,LAR,NO,Home,4:05 PM,14,False,False,False,High,0.8148,,,False,False,False,,0.7518,0.6491,4,2
10,2025-11-09,LAR,SF,Away,4:25 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4445,0.6491,3,2
11,2025-11-16,LAR,SEA,Home,4:05 PM,7,False,False,False,Low,0.495,,,False,False,False,,0.446,0.6491,3,2
12,2025-11-23,LAR,TB,Home,8:20 PM,7,False,False,False,Medium,0.5968,,,False,False,False,,0.5274,0.6491,2,2
13,2025-11-30,LAR,CAR,Away,1:00 PM,7,False,False,False,Medium,0.6491,,,False,False,False,,0.5193,0.6241,1,1
14,2025-12-07,LAR,ARI,Away,4:25 PM,7,False,False,False,Low,0.3509,,,False,False,False,,0.2807,0.6241,1,1
15,2025-12-14,LAR,DET,Home,4:25 PM,7,False,False,False,Low,0.5495,,,False,False,False,,0.4896,0.6241,1,1
16,2025-12-18,LAR,SEA,Away,8:15 PM,4,False,False,False,Low,0.495,,,False,False,False,,0.396,0.6241,1,1
17,2025-12-29,LAR,ATL,Away,8:15 PM,11,False,False,False,Low,0.6241,,,False,False,False,,0.4993,0.3509,0,0
18,2026-01-04,LAR,ARI,Home,1:00 PM,6,False,False,False,Low,0.3509,,,False,False,False,,0.3307,0.0,0,0
1,2025-09-07,LV,NE,Away,1:00 PM,7,False,False,False,Low,0.6241,,,False,False,False,,0.4993,0.8425,11,9
2,2025-09-15,LV,LAC,Home,10:00 PM,8,False,False,False,Medium,0.7403,,,False,False,False,,0.6422,0.8425,10,8
3,2025-09-21,LV,WSH,Away,1:00 PM,6,False,False,False,Medium,0.7802,,,False,False,False,,0.6242,0.8425,9,7
4,2025-09-28,LV,CHI,Home,4:25 PM,7,False,False,False,Low,0.5495,,,False,False,False,,0.4896,0.8425,9,7
5,2025-10-05,LV,IND,Away,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.3902,0.8425,9,7
6,2025-10-12,LV,TEN,Home,4:05 PM,7,False,False,False,Medium,0.6296,,,False,False,False,,0.5537,0.8425,8,6
7,2025-10-19,LV,KC,Away,1:00 PM,7,False,False,False,Medium,0.7207,,,False,False,False,,0.5766,0.8425,7,5
9,2025-11-02,LV,JAX,Home,4:05 PM,14,False,False,False,Low,0.4878,,,False,False,False,,0.4402,0.8425,7,5
10,2025-11-06,LV,DEN,Away,8:15 PM,4,False,False,False,Medium,0.6429,,,False,False,False,,0.5143,0.8425,6,4
11,2025-11-17,LV,DAL,Home,8:15 PM,11,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.8425,5,4
12,2025-11-23,LV,CLE,Home,4:05 PM,6,False,False,False,Low,0.3937,,,False,False,False,,0.365,0.8425,5,4
13,2025-11-30,LV,LAC,Away,4:25 PM,7,False,False,False,Medium,0.7403,,,False,False,False,,0.5422,0.8425,4,3
14,2025-12-07,LV,DEN,Home,4:05 PM,7,False,False,False,Medium,0.6429,,,False,False,False,,0.5643,0.8425,3,2
15,2025-12-14,LV,PHI,Away,1:00 PM,7,False,False,False,Medium,0.8425,,,False,False,False,,0.674,0.7207,2,1
16,2025-12-21,LV,HOU,Away,4:25 PM,7,False,False,False,Low,0.3571,,,False,False,False,,0.2857,0.7207,2,1
17,2025-12-28,LV,NYG,Home,1:00 PM,7,False,False,False,Medium,0.5745,,,False,False,False,,0.5096,0.7207,1,1
18,2026-01-04,LV,KC,Home,1:00 PM,7,False,False,False,Medium,0.7207,,,False,False,False,,0.6266,0.0,0,0
1,2025-09-07,MIA,IND,Away,1:00 PM,7,False,False,False,Low,0.505,,,False,False,False,,0.404,0.7207,9,5
2,2025-09-14,MIA,NE,Home,1:00 PM,7,False,False,False,Medium,0.5745,,,False,False,False,,0.5096,0.7207,8,5
3,2025-09-18,MIA,BUF,Away,8:15 PM,4,False,False,False,Medium,0.7101,,,False,False,False,,0.5681,0.7207,7,4
4,2025-09-29,MIA,NYJ,Home,7:15 PM,11,False,False,False,Low,0.4878,,,False,False,False,,0.4402,0.7207,7,4
5,2025-10-05,MIA,CAR,Away,1:00 PM,6,False,False,False,Low,0.5495,,,False,False,False,,0.4396,0.7207,7,4
6,2025-10-12,MIA,LAC,Home,1:00 PM,7,False,False,False,Medium,0.5868,,,False,False,False,,0.5194,0.7207,6,4
7,2025-10-19,MIA,CLE,Away,1:00 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4445,0.7207,5,4
8,2025-10-26,MIA,ATL,Away,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.3902,0.7207,5,4
9,2025-10-30,MIA,BAL,Home,8:15 PM,4,False,False,False,Medium,0.7101,,,False,False,False,,0.6181,0.7207,4,3
10,2025-11-09,MIA,BUF,Home,1:00 PM,10,False,False,False,Medium,0.7101,,,False,False,False,,0.6181,0.7207,3,2
11,2025-11-16,MIA,WSH,Home,9:30 AM,7,False,False,False,Low,0.3571,,,False,False,False,,0.3357,0.7207,3,2
13,2025-11-30,MIA,NO,Home,1:00 PM,14,False,False,False,Medium,0.7207,,,False,False,False,,0.6766,0.6183,2,1
14,2025-12-07,MIA,NYJ,Away,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.3902,0.6183,2,1
15,2025-12-15,MIA,PIT,Away,8:15 PM,8,False,False,False,Low,0.6183,,,False,False,False,,0.4946,0.5745,1,0
16,2025-12-21,MIA,CIN,Home,8:20 PM,6,False,False,False,Low,0.5495,,,False,False,False,,0.4896,0.5745,1,0
17,2025-12-28,MIA,TB,Home,1:00 PM,7,False,False,False,Low,0.495,,,False,False,False,,0.446,0.5745,1,0
18,2026-01-04,MIA,NE,Away,1:00 PM,7,False,False,False,Low,0.5745,,,False,False,False,,0.4596,0.0,0,0
1,2025-09-08,MIN,CHI,Away,8:15 PM,7,False,False,False,Low,0.4545,,,False,False,False,,0.3636,0.7727,6,2
2,2025-09-14,MIN,ATL,Home,8:20 PM,6,False,False,False,Low,0.3571,,,False,False,False,,0.3357,0.7727,6,2
3,2025-09-21,MIN,CIN,Home,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.4402,0.7727,6,2
4,2025-09-28,MIN,PIT,Away,9:30 AM,7,False,False,False,Low,0.4878,,,False,False,False,,0.3902,0.7727,6,2
5,2025-10-05,MIN,CLE,Away,9:30 AM,7,False,False,False,Medium,0.7727,,,False,False,False,,0.6182,0.6491,5,1
7,2025-10-19,MIN,PHI,Home,1:00 PM,14,False,False,False,Low,0.4167,,,False,False,False,,0.3834,0.6491,5,1
8,2025-10-23,MIN,LAC,Away,8:15 PM,4,False,False,False,Low,0.4348,,,False,False,False,,0.3478,0.6491,5,1
9,2025-11-02,MIN,DET,Away,1:00 PM,10,False,False,False,Low,0.5726,,,False,False,False,,0.4581,0.6491,4,1
10,2025-11-09,MIN,BAL,Home,1:00 PM,7,False,False,False,Medium,0.6491,,,False,False,False,,0.5693,0.5726,3,0
11,2025-11-16,MIN,CHI,Home,1:00 PM,7,False,False,False,Low,0.4545,,,False,False,False,,0.4136,0.5726,3,0
12,2025-11-23,MIN,GB,Away,1:00 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4445,0.5726,2,0
13,2025-11-30,MIN,SEA,Away,4:05 PM,7,False,False,False,Low,0.5495,,,False,False,False,,0.4396,0.5726,2,0
14,2025-12-07,MIN,WSH,Home,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.4402,0.5726,2,0
15,2025-12-14,MIN,DAL,Away,8:20 PM,7,False,False,False,Low,0.5495,,,False,False,False,,0.4396,0.5726,2,0
16,2025-12-21,MIN,NYG,Away,1:00 PM,7,False,False,False,Low,0.4673,,,False,False,False,,0.3738,0.5726,2,0
17,2025-12-25,MIN,DET,Home,4:30 PM,4,False,False,False,Medium,0.5726,,,False,False,False,,0.5081,0.5556,1,0
18,2026-01-04,MIN,GB,Home,1:00 PM,10,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.0,0,0
1,2025-09-07,NE,LV,Home,1:00 PM,7,False,False,False,Low,0.4167,,,False,False,False,,0.3834,0.6855,5,4
2,2025-09-14,NE,MIA,Away,1:00 PM,7,False,False,False,Low,0.4673,,,False,False,False,,0.3738,0.6855,5,4
3,2025-09-21,NE,PIT,Home,1:00 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.6855,4,4
4,2025-09-28,NE,CAR,Home,1:00 PM,7,False,False,False,Low,0.3937,,,False,False,False,,0.365,0.6855,4,4
5,2025-10-05,NE,BUF,Away,8:20 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5484,0.6855,3,3
6,2025-10-12,NE,NO,Away,4:25 PM,7,False,False,False,Low,0.4167,,,False,False,False,,0.3334,0.6855,3,3
7,2025-10-19,NE,TEN,Away,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.3902,0.6855,3,3
8,2025-10-26,NE,CLE,Home,1:00 PM,7,False,False,False,Low,0.339,,,False,False,False,,0.3212,0.6855,3,3
9,2025-11-02,NE,ATL,Home,1:00 PM,7,False,False,False,Low,0.4167,,,False,False,False,,0.3834,0.6855,3,3
10,2025-11-09,NE,TB,Away,1:00 PM,7,False,False,False,Low,0.6855,,,False,False,False,,0.4984,0.6855,2,2
11,2025-11-13,NE,NYJ,Home,8:15 PM,4,False,False,False,Low,0.495,,,False,False,False,,0.446,0.6855,2,2
12,2025-11-23,NE,CIN,Away,1:00 PM,10,False,False,False,Low,0.3509,,,False,False,False,,0.2807,0.6855,2,2
13,2025-12-01,NE,NYG,Home,8:15 PM,8,False,False,False,Medium,0.6241,,,False,False,False,,0.5493,0.6855,1,1
15,2025-12-14,NE,BUF,Home,1:00 PM,13,False,False,False,Medium,0.6855,,,False,False,False,,0.6484,0.495,0,0
16,2025-12-21,NE,BAL,Away,1:00 PM,7,False,False,False,Low,0.2381,,,False,False,False,,0.1905,0.495,0,0
17,2025-12-28,NE,NYJ,Away,1:00 PM,7,False,False,False,Low,0.495,,,False,False,False,,0.396,0.4673,0,0
18,2026-01-04,NE,MIA,Home,1:00 PM,7,False,False,False,Low,0.4673,,,False,False,False,,0.4238,0.0,0,0
1,2025-09-07,NO,ARI,Home,1:00 PM,7,False,False,False,Medium,0.7041,,,False,False,False,,0.6133,0.8095,6,5
2,2025-09-14,NO,SF,Home,1:00 PM,7,False,False,False,Low,0.2778,,,False,False,False,,0.2722,0.8095,6,5
3,2025-09-21,NO,SEA,Away,4:05 PM,7,False,False,False,Medium,0.7354,,,False,False,False,,0.5883,0.8095,5,4
4,2025-09-28,NO,BUF,Away,1:00 PM,7,False,False,False,Low,0.1754,,,False,False,False,,0.1403,0.8095,5,4
5,2025-10-05,NO,NYG,Home,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.4402,0.8095,5,4
6,2025-10-12,NO,NE,Home,4:25 PM,7,False,False,False,Medium,0.6241,,,False,False,False,,0.5493,0.8095,4,3
7,2025-10-19,NO,CHI,Away,1:00 PM,7,False,False,False,Low,0.2667,,,False,False,False,,0.2134,0.8095,4,3
8,2025-10-26,NO,TB,Home,4:05 PM,7,False,False,False,Medium,0.8095,,,False,False,False,,0.6976,0.8095,3,2
9,2025-11-02,NO,LAR,Away,4:05 PM,7,False,False,False,Low,0.2273,,,False,False,False,,0.1318,0.8095,3,2
10,2025-11-09,NO,CAR,Away,1:00 PM,7,False,False,False,Low,0.5495,,,False,False,False,,0.4396,0.8095,3,2
12,2025-11-23,NO,ATL,Home,4:25 PM,14,False,False,False,Low,0.3509,,,False,False,False,,0.3807,0.8095,3,2
13,2025-11-30,NO,MIA,Away,1:00 PM,7,False,False,False,Low,0.3226,,,False,False,False,,0.2081,0.8095,3,2
14,2025-12-07,NO,TB,Away,1:00 PM,7,False,False,False,Medium,0.8095,,,False,False,False,,0.6476,0.6364,2,1
15,2025-12-14,NO,CAR,Home,4:25 PM,7,False,False,False,Low,0.5495,,,False,False,False,,0.4396,0.6364,2,1
16,2025-12-21,NO,NYJ,Home,1:00 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.6364,1,1
17,2025-12-28,NO,TEN,Away,1:00 PM,7,False,False,False,Medium,0.6364,,,False,False,False,,0.5091,0.3509,0,0
18,2026-01-04,NO,ATL,Away,1:00 PM,7,False,False,False,Low,0.3509,,,False,False,False,,0.2807,0.0,0,0
1,2025-09-07,NYG,WSH,Away,1:00 PM,7,False,False,False,Low,0.3704,,,False,False,False,,0.2963,0.8425,7,5
2,2025-09-14,NYG,DAL,Away,1:00 PM,7,False,False,False,Low,0.5495,,,False,False,False,,0.4396,0.8425,7,5
3,2025-09-21,NYG,KC,Home,8:20 PM,7,False,False,False,Medium,0.7403,,,False,False,False,,0.6422,0.8425,6,4
4,2025-09-28,NYG,LAC,Home,1:00 PM,7,False,False,False,Medium,0.6491,,,False,False,False,,0.5693,0.8425,5,3
5,2025-10-05,NYG,NO,Away,1:00 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4445,0.8425,4,3
6,2025-10-09,NYG,PHI,Home,8:15 PM,4,False,False,False,High,0.8425,,,False,False,False,,0.724,0.8425,3,2
7,2025-10-19,NYG,DEN,Away,4:05 PM,10,False,False,False,Low,0.2703,,,False,False,False,,0.2162,0.8425,3,2
8,2025-10-26,NYG,PHI,Away,1:00 PM,7,False,False,False,Medium,0.8425,,,False,False,False,,0.674,0.6721,2,1
9,2025-11-02,NYG,SF,Home,1:00 PM,7,False,False,False,Low,0.3788,,,False,False,False,,0.353,0.6721,2,1
10,2025-11-09,NYG,CHI,Away,1:00 PM,7,False,False,False,Low,0.3448,,,False,False,False,,0.2758,0.6721,2,1
11,2025-11-16,NYG,GB,Home,1:00 PM,7,False,False,False,Medium,0.6721,,,False,False,False,,0.5877,0.5745,1,0
12,2025-11-23,NYG,DET,Away,1:00 PM,7,False,False,False,Low,0.2381,,,False,False,False,,0.1905,0.5745,1,0
13,2025-12-01,NYG,NE,Away,8:15 PM,8,False,False,False,Low,0.4167,,,False,False,False,,0.3334,0.5745,1,0
15,2025-12-14,NYG,WSH,Home,1:00 PM,13,False,False,False,Low,0.3704,,,False,False,False,,0.3963,0.5745,1,0
16,2025-12-21,NYG,MIN,Home,1:00 PM,7,False,False,False,Medium,0.5745,,,False,False,False,,0.5096,0.5495,0,0
17,2025-12-28,NYG,LV,Away,1:00 PM,7,False,False,False,Low,0.4673,,,False,False,False,,0.3738,0.5495,0,0
18,2026-01-04,NYG,DAL,Home,1:00 PM,7,False,False,False,Low,0.5495,,,False,False,False,,0.4896,0.0,0,0
1,2025-09-07,NYJ,PIT,Home,1:00 PM,7,False,False,False,Low,0.4348,,,False,False,False,,0.3978,0.7727,6,2
2,2025-09-14,NYJ,BUF,Home,1:00 PM,7,False,False,False,Low,0.2381,,,False,False,False,,0.2405,0.7727,6,2
3,2025-09-21,NYJ,TB,Away,1:00 PM,7,False,False,False,Medium,0.7727,,,False,False,False,,0.6182,0.7436,5,1
4,2025-09-29,NYJ,MIA,Away,7:15 PM,8,False,False,False,Low,0.5556,,,False,False,False,,0.4445,0.7436,4,1
5,2025-10-05,NYJ,DAL,Home,1:00 PM,6,False,False,False,Medium,0.5868,,,False,False,False,,0.5194,0.7436,3,1
6,2025-10-12,NYJ,DEN,Home,9:30 AM,7,False,False,False,Medium,0.7436,,,False,False,False,,0.6449,0.5556,2,0
7,2025-10-19,NYJ,CAR,Home,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.4402,0.5556,2,0
8,2025-10-26,NYJ,CIN,Away,1:00 PM,7,False,False,False,Low,0.2632,,,False,False,False,,0.2106,0.5556,2,0
10,2025-11-09,NYJ,CLE,Home,1:00 PM,14,False,False,False,Low,0.4545,,,False,False,False,,0.4136,0.5556,2,0
