week,team,opponent,date,time,home_or_away,projected_win_prob,team_tot_dvoa,opp_tot_dvoa,dvoa_gap,rating_gap,injury_adjustment,future_scarcity_bonus,moneyline,opp_moneyline,implied_wp,spread,consensus_spread,circa_spread,circa_spread_price
8,ATL,MIA,,,,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,
8,BAL,CHI,,,,0.7335423197492164,,,,,,,-325.0,260.0,0.7335423197492164,-7.0,-7.0,,
8,BUF,CAR,,,,0.7335423197492164,,,,,,,-325.0,260.0,0.7335423197492164,-7.0,-7.0,,
8,CAR,BUF,,,,0.2664576802507837,,,,,,,260.0,-325.0,0.26645768025078376,7.0,7.0,,
8,CHI,BAL,,,,0.2664576802507837,,,,,,,260.0,-325.0,0.26645768025078376,7.0,7.0,,
8,CIN,NYJ,,,,0.7477827050997783,,,,,,,-355.0,280.0,0.7477827050997783,-7.5,-7.5,,
8,CLE,NE,,,,0.3249687530045188,,,,,,,195.0,-238.0,0.3249687530045188,5.5,5.5,,
8,DAL,DEN,,,,0.3425247738043946,,,,,,,180.0,-218.0,0.34252477380439467,4.5,4.5,,
8,DEN,DAL,,,,0.6574752261956054,,,,,,,-218.0,180.0,0.6574752261956054,-4.5,-4.5,,
8,GB,PIT,,,,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,
8,HOU,SF,,,,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,
8,IND,TEN,,,,0.6224665518611737,,,,,,,-185.0,154.0,0.6224665518611737,-3.5,-3.5,,
8,LAC,MIN,,,,0.5829926410466066,,,,,,,-155.0,130.0,0.5829926410466066,-3.0,-3.0,,
8,MIA,ATL,,,,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,
8,MIN,LAC,,,,0.4170073589533933,,,,,,,130.0,-155.0,0.4170073589533933,3.0,3.0,,
8,NE,CLE,,,,0.6750312469954812,,,,,,,-238.0,195.0,0.6750312469954812,-5.5,-5.5,,
8,NO,TB,,,,0.2231668437832093,,,,,,,330.0,-425.0,0.22316684378320936,9.5,9.5,,
8,NYJ,CIN,,,,0.2522172949002217,,,,,,,280.0,-355.0,0.2522172949002217,7.5,7.5,,
8,PHI,NYG,,,,0.8081570996978852,,,,,,,-535.0,400.0,0.8081570996978852,-10.5,-10.5,,
8,PIT,GB,,,,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,
8,SF,HOU,,,,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,
9,ARI,DAL,,,,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,
9,ATL,NE,,,,0.4003612281757977,,,,,,,140.0,-166.0,0.4003612281757977,3.0,3.0,,
9,BAL,MIA,,,,0.6805555555555556,,,,,,,-245.0,200.0,0.6805555555555556,-5.5,-5.5,,
9,BUF,KC,,,,0.5720596355604638,,,,,,,-148.0,124.0,0.5720596355604638,-2.5,-2.5,,
9,CAR,GB,,,,0.2491874322860238,,,,,,,285.0,-360.0,0.2491874322860238,7.5,7.5,,
9,CHI,CIN,,,,0.3962430290578221,,,,,,,142.0,-170.0,0.3962430290578221,3.0,3.0,,
9,CIN,CHI,,,,0.6037569709421778,,,,,,,-170.0,142.0,0.6037569709421778,-3.0,-3.0,,
9,DAL,ARI,,,,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,
9,DEN,HOU,,,,0.5217391304347826,,,,,,,-120.0,100.0,0.5217391304347826,-1.5,-1.5,,
9,DET,MIN,,,,0.5553281914056352,,,,,,,-126.0,124.0,0.5553281914056352,-2.0,-2.0,,
9,GB,CAR,,,,0.7508125677139762,,,,,,,-360.0,285.0,0.7508125677139762,-7.5,-7.5,,
9,HOU,DEN,,,,0.4782608695652174,,,,,,,100.0,-120.0,0.4782608695652174,1.5,1.5,,
9,IND,PIT,,,,0.3775334481388264,,,,,,,154.0,-185.0,0.3775334481388264,3.5,3.5,,
9,JAX,LV,,,,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,
9,KC,BUF,,,,0.4279403644395361,,,,,,,124.0,-148.0,0.42794036443953615,2.5,2.5,,
9,LAC,TEN,,,,0.6574752261956054,,,,,,,-218.0,180.0,0.6574752261956054,-4.5,-4.5,,
9,LAR,NO,,,,0.7819063004846527,,,,,,,-440.0,340.0,0.7819063004846527,-9.5,-9.5,,
9,LV,JAX,,,,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,
9,MIA,BAL,,,,0.3194444444444444,,,,,,,200.0,-245.0,0.3194444444444444,5.5,5.5,,
9,NE,ATL,,,,0.5996387718242023,,,,,,,-166.0,140.0,0.5996387718242023,-3.0,-3.0,,
9,NO,LAR,,,,0.2180936995153473,,,,,,,340.0,-440.0,0.21809369951534735,9.5,9.5,,
9,NYG,SF,,,,0.3690596562184025,,,,,,,160.0,-192.0,0.3690596562184025,3.5,3.5,,
9,PIT,IND,,,,0.6224665518611737,,,,,,,-185.0,154.0,0.6224665518611737,-3.5,-3.5,,
9,SF,NYG,,,,0.6309403437815976,,,,,,,-192.0,160.0,0.6309403437815976,-3.5,-3.5,,
9,TEN,LAC,,,,0.3425247738043946,,,,,,,180.0,-218.0,0.34252477380439467,4.5,4.5,,
10,ATL,IND,,,,0.5168539325842696,,,,,,,-115.0,100.0,0.5168539325842696,-1.5,-1.5,,
10,BAL,MIN,,,,0.6224665518611737,,,,,,,-185.0,154.0,0.6224665518611737,-3.5,-3.5,,
10,CAR,NO,,,,0.5260865852617197,,,,,,,-122.0,102.0,0.5260865852617197,-1.5,-1.5,,
10,CHI,NYG,,,,0.6690070210631895,,,,,,,-230.0,190.0,0.6690070210631895,-5.5,-5.5,,
10,CLE,NYJ,,,,0.4365079365079364,,,,,,,120.0,-142.0,0.43650793650793646,2.5,2.5,,
10,DEN,LV,,,,0.6164383561643836,,,,,,,-180.0,150.0,0.6164383561643836,-3.5,-3.5,,
10,GB,PHI,,,,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,
