week,game_num,matchup,kickoff_local,venue,home_team,away_team,open_spread_home,open_spread_away,circa_spread_home,circa_spread_away,current_spread_home,current_spread_away,closing_spread_home,closing_spread_away,line_value_current_home,line_value_current_away,line_value_closing_home,line_value_closing_away,line_value_home,line_value_away,off_epa_per_play_home,off_epa_per_play_away,def_epa_per_play_home,def_epa_per_play_away,total_dvoa_home,total_dvoa_away,off_dvoa_home,off_dvoa_away,def_dvoa_home,def_dvoa_away,st_dvoa_home,st_dvoa_away,rest_days_home,rest_days_away,rest_days_diff,injuries_key_home,injuries_key_away,weather_notes,circa_spread_price_home,circa_spread_price_away
3,7,LV @ WSH,1:00 PM,,WSH,LV,,,,,0.0,0.0,,,,,,,,,,,,,15.9,-2.9,15.2,8.3,0.1,-2.2,0.8,0.6,6,6,0,,,,,
3,8,NYJ @ TB,1:00 PM,,TB,NYJ,,,,,-7.5,7.5,,,,,,,,,,,,,3.8,-19.3,7.4,-3.2,2.2,-14.0,-1.4,-2.4,6,6,0,,,,,
3,9,PIT @ NE,1:00 PM,,NE,PIT,,,,,-1.5,1.5,,,,,,,,,,,,,-7.9,-4.6,-8.7,-4.3,1.6,1.5,-0.5,0.1,6,6,0,,,,,
3,10,DEN @ LAC,4:05 PM,,LAC,DEN,,,,,2.5,-2.5,,,,,,,,,,,,,-4.6,5.4,0.9,-1.3,5.1,-7.0,0.4,-0.3,6,6,0,,,,,
3,11,NO @ SEA,4:05 PM,,SEA,NO,,,,,-6.5,6.5,,,,,,,,,,,,,-4.6,-11.0,3.1,-3.9,-7.5,-6.8,-0.7,-0.3,6,6,0,,,,,
3,12,ARI @ SF,4:25 PM,,SF,ARI,,,,,-1.5,1.5,,,,,,,,,,,,,13.7,3.0,15.1,0.3,-0.3,-3.2,-1.9,0.7,6,6,0,,,,,
3,13,DAL @ CHI,4:25 PM,,CHI,DAL,,,,,-3.0,3.0,,,,,,,,,,,,,-4.2,-4.8,-2.4,-2.3,-2.0,1.7,-1.6,-0.3,6,6,0,,,,,
3,14,DET @ BAL,8:15 PM,,BAL,DET,,,,,-3.5,3.5,,,,,,,,,,,,,24.1,20.4,14.9,19.4,5.1,1.4,1.1,-0.3,6,6,0,,,,,
3,15,MIA @ BUF,8:15 PM,,BUF,MIA,,,,,-5.5,5.5,,,,,,,,,,,,,19.3,1.6,16.8,4.3,-2.9,5.8,-0.4,0.4,6,6,0,,,,,
3,16,KC @ NYG,8:20 PM,,NYG,KC,,,,,6.5,-6.5,,,,,,,,,,,,,-17.4,15.9,-3.1,11.6,-14.4,-2.9,0.1,1.9,6,6,0,,,,,
4,1,CAR @ NE,1:00 PM,,NE,CAR,,,,,-3.5,3.5,,,,,,,,,,,,,-7.9,-22.1,-8.7,-10.7,1.6,-12.0,-0.5,-0.7,6,6,0,,,,,
4,2,CLE @ DET,1:00 PM,,DET,CLE,,,,,-10.5,10.5,,,,,,,,,,,,,20.4,-13.7,19.4,-8.4,1.4,-5.3,-0.3,0.0,6,6,0,,,,,
4,3,LAC @ NYG,1:00 PM,,NYG,LAC,,,,,3.5,-3.5,,,,,,,,,,,,,-17.4,-4.6,-3.1,0.9,-14.4,5.1,0.1,0.4,6,6,0,,,,,
4,4,NO @ BUF,1:00 PM,,BUF,NO,,,,,-12.5,12.5,,,,,,,,,,,,,19.3,-11.0,16.8,-3.9,-2.9,-6.8,-0.4,-0.3,6,6,0,,,,,
4,5,PHI @ TB,1:00 PM,,TB,PHI,,,,,2.5,-2.5,,,,,,,,,,,,,3.8,11.0,7.4,6.3,2.2,1.8,-1.4,2.2,6,6,0,,,,,
4,6,TEN @ HOU,1:00 PM,,HOU,TEN,,,,,-3.0,3.0,,,,,,,,,,,,,0.5,-17.4,-4.3,-4.1,-4.5,-13.3,0.1,0.0,6,6,0,,,,,
4,7,WSH @ ATL,1:00 PM,,ATL,WSH,,,,,0.0,0.0,,,,,,,,,,,,,-4.3,15.9,3.8,15.2,7.4,0.1,-0.7,0.8,6,6,0,,,,,
4,8,IND @ LAR,4:05 PM,,LAR,IND,,,,,-6.5,6.5,,,,,,,,,,,,,4.8,-8.3,6.5,-2.4,-1.7,-5.9,-0.2,-0.4,6,6,0,,,,,
4,9,JAX @ SF,4:05 PM,,SF,JAX,,,,,-5.5,5.5,,,,,,,,,,,,,13.7,-0.6,15.1,-2.6,-0.3,-1.8,-1.9,0.2,6,6,0,,,,,
4,10,BAL @ KC,4:25 PM,,KC,BAL,,,,,-1.5,1.5,,,,,,,,,,,,,15.9,24.1,11.6,14.9,-2.9,5.1,1.9,1.1,6,6,0,,,,,
4,11,CHI @ LV,4:25 PM,,LV,CHI,,,,,1.5,-1.5,,,,,,,,,,,,,-2.9,-4.2,8.3,-2.4,-2.2,-2.0,0.6,-1.6,6,6,0,,,,,
4,12,NYJ @ MIA,7:15 PM,,MIA,NYJ,,,,,-1.5,1.5,,,,,,,,,,,,,1.6,-19.3,4.3,-3.2,5.8,-14.0,0.4,-2.4,6,6,0,,,,,
4,13,CIN @ DEN,8:15 PM,,DEN,CIN,,,,,-2.5,2.5,,,,,,,,,,,,,5.4,5.3,-1.3,0.7,-7.0,2.7,-0.3,0.7,6,6,0,,,,,
4,14,SEA @ ARI,8:15 PM,,ARI,SEA,,,,,1.5,-1.5,,,,,,,,,,,,,3.0,-4.6,0.3,3.1,-3.2,-7.5,0.7,-0.7,6,6,0,,,,,
4,15,GB @ DAL,8:20 PM,,DAL,GB,,,,,1.5,-1.5,,,,,,,,,,,,,-4.8,6.3,-2.3,4.5,1.7,1.4,-0.3,0.4,6,6,0,,,,,
4,16,MIN @ PIT,9:30 AM,,PIT,MIN,,,,,1.5,-1.5,,,,,,,,,,,,,-4.6,0.0,-4.3,-10.7,1.5,10.7,0.1,0.3,6,6,0,,,,,
5,1,DAL @ NYJ,1:00 PM,,NYJ,DAL,,,,,2.5,-2.5,,,,,,,,,,,,,-19.3,-4.8,-3.2,-2.3,-14.0,1.7,-2.4,-0.3,6,6,0,,,,,
5,2,DEN @ PHI,1:00 PM,,PHI,DEN,,,,,-4.5,4.5,,,,,,,,,,,,,11.0,5.4,6.3,-1.3,1.8,-7.0,2.2,-0.3,6,6,0,,,,,
5,3,HOU @ BAL,1:00 PM,,BAL,HOU,,,,,-7.5,7.5,,,,,,,,,,,,,24.1,0.5,14.9,-4.3,5.1,-4.5,1.1,0.1,6,6,0,,,,,
5,4,LV @ IND,1:00 PM,,IND,LV,,,,,-1.5,1.5,,,,,,,,,,,,,-8.3,-2.9,-2.4,8.3,-5.9,-2.2,-0.4,0.6,6,6,0,,,,,
5,5,MIA @ CAR,1:00 PM,,CAR,MIA,,,,,1.5,-1.5,,,,,,,,,,,,,-22.1,1.6,-10.7,4.3,-12.0,5.8,-0.7,0.4,6,6,0,,,,,
5,6,NYG @ NO,1:00 PM,,NO,NYG,,,,,1.5,-1.5,,,,,,,,,,,,,-11.0,-17.4,-3.9,-3.1,-6.8,-14.4,-0.3,0.1,6,6,0,,,,,
5,7,TB @ SEA,4:05 PM,,SEA,TB,,,,,1.5,-1.5,,,,,,,,,,,,,-4.6,3.8,3.1,7.4,-7.5,2.2,-0.7,-1.4,6,6,0,,,,,
5,8,TEN @ ARI,4:05 PM,,ARI,TEN,,,,,-5.5,5.5,,,,,,,,,,,,,3.0,-17.4,0.3,-4.1,-3.2,-13.3,0.7,0.0,6,6,0,,,,,
5,9,DET @ CIN,4:25 PM,,CIN,DET,,,,,1.5,-1.5,,,,,,,,,,,,,5.3,20.4,0.7,19.4,2.7,1.4,0.7,-0.3,6,6,0,,,,,
5,10,WSH @ LAC,4:25 PM,,LAC,WSH,,,,,0.0,0.0,,,,,,,,,,,,,-4.6,15.9,0.9,15.2,5.1,0.1,0.4,0.8,6,6,0,,,,,
5,11,KC @ JAX,8:15 PM,,JAX,KC,,,,,4.5,-4.5,,,,,,,,,,,,,-0.6,15.9,-2.6,11.6,-1.8,-2.9,0.2,1.9,6,6,0,,,,,
5,12,SF @ LAR,8:15 PM,,LAR,SF,,,,,1.5,-1.5,,,,,,,,,,,,,4.8,13.7,6.5,15.1,-1.7,-0.3,-0.2,-1.9,6,6,0,,,,,
5,13,NE @ BUF,8:20 PM,,BUF,NE,,,,,-4.5,4.5,,,,,,,,,,,,,19.3,-7.9,16.8,-8.7,-2.9,1.6,-0.4,-0.5,6,6,0,,,,,
5,14,MIN @ CLE,9:30 AM,,CLE,MIN,,,,,6.75,-6.75,,,,,,,,,,,,,-13.7,0.0,-8.4,-10.7,-5.3,10.7,0.0,0.3,6,6,0,,,,,
6,1,ARI @ IND,1:00 PM,,IND,ARI,,,,,1.5,-1.5,,,,,,,,,,,,,-8.3,3.0,-2.4,0.3,-5.9,-3.2,-0.4,0.7,6,6,0,,,,,
6,2,CLE @ PIT,1:00 PM,,PIT,CLE,,,,,-2.5,2.5,,,,,,,,,,,,,-4.6,-13.7,-4.3,-8.4,1.5,-5.3,0.1,0.0,6,6,0,,,,,
6,3,DAL @ CAR,1:00 PM,,CAR,DAL,,,,,1.5,-1.5,,,,,,,,,,,,,-22.1,-4.8,-10.7,-2.3,-12.0,1.7,-0.7,-0.3,6,6,0,,,,,
6,4,LAC @ MIA,1:00 PM,,MIA,LAC,,,,,2.5,-2.5,,,,,,,,,,,,,1.6,-4.6,4.3,0.9,5.8,5.1,0.4,0.4,6,6,0,,,,,
6,5,LAR @ BAL,1:00 PM,,BAL,LAR,,,,,-5.5,5.5,,,,,,,,,,,,,24.1,4.8,14.9,6.5,5.1,-1.7,1.1,-0.2,6,6,0,,,,,
6,6,SEA @ JAX,1:00 PM,,JAX,SEA,,,,,-1.5,1.5,,,,,,,,,,,,,-0.6,-4.6,-2.6,3.1,-1.8,-7.5,0.2,-0.7,6,6,0,,,,,
6,7,SF @ TB,1:00 PM,,TB,SF,,,,,-1.5,1.5,,,,,,,,,,,,,3.8,13.7,7.4,15.1,2.2,-0.3,-1.4,-1.9,6,6,0,,,,,
6,8,TEN @ LV,4:05 PM,,LV,TEN,,,,,-3.0,3.0,,,,,,,,,,,,,-2.9,-17.4,8.3,-4.1,-2.2,-13.3,0.6,0.0,6,6,0,,,,,
6,9,CIN @ GB,4:25 PM,,GB,CIN,,,,,-3.0,3.0,,,,,,,,,,,,,6.3,5.3,4.5,0.7,1.4,2.7,0.4,0.7,6,6,0,,,,,
6,10,NE @ NO,4:25 PM,,NO,NE,,,,,3.0,-3.0,,,,,,,,,,,,,-11.0,-7.9,-3.9,-8.7,-6.8,1.6,-0.3,-0.5,6,6,0,,,,,
6,11,BUF @ ATL,7:15 PM,,ATL,BUF,,,,,5.5,-5.5,,,,,,,,,,,,,-4.3,19.3,3.8,16.8,7.4,-2.9,-0.7,-0.4,6,6,0,,,,,
6,12,CHI @ WSH,8:15 PM,,WSH,CHI,,,,,0.0,0.0,,,,,,,,,,,,,15.9,-4.2,15.2,-2.4,0.1,-2.0,0.8,-1.6,6,6,0,,,,,
6,13,PHI @ NYG,8:15 PM,,NYG,PHI,,,,,10.5,-10.5,,,,,,,,,,,,,-17.4,11.0,-3.1,6.3,-14.4,1.8,0.1,2.2,6,6,0,,,,,
6,14,DET @ KC,8:20 PM,,KC,DET,,,,,-2.75,2.75,,,,,,,,,,,,,15.9,20.4,11.6,19.4,-2.9,1.4,1.9,-0.3,6,6,0,,,,,
6,15,DEN @ NYJ,9:30 AM,,NYJ,DEN,,,,,6.5,-6.5,,,,,,,,,,,,,-19.3,5.4,-3.2,-1.3,-14.0,-7.0,-2.4,-0.3,6,6,0,,,,,
7,1,HOU @ SEA,10:00 PM,,SEA,HOU,,,,,-1.5,1.5,,,,,,,,,,,,,-4.6,0.5,3.1,-4.3,-7.5,-4.5,-0.7,0.1,6,6,0,,,,,
7,2,CAR @ NYJ,1:00 PM,,NYJ,CAR,,,,,-1.5,1.5,,,,,,,,,,,,,-19.3,-22.1,-3.2,-10.7,-14.0,-12.0,-2.4,-0.7,6,6,0,,,,,
7,3,LV @ KC,1:00 PM,,KC,LV,,,,,-6.0,6.0,,,,,,,,,,,,,15.9,-2.9,11.6,8.3,-2.9,-2.2,1.9,0.6,6,6,0,,,,,
7,4,MIA @ CLE,1:00 PM,,CLE,MIA,,,,,1.5,-1.5,,,,,,,,,,,,,-13.7,1.6,-8.4,4.3,-5.3,5.8,0.0,0.4,6,6,0,,,,,
7,5,NE @ TEN,1:00 PM,,TEN,NE,,,,,1.5,-1.5,,,,,,,,,,,,,-17.4,-7.9,-4.1,-8.7,-13.3,1.6,0.0,-0.5,6,6,0,,,,,
7,6,NO @ CHI,1:00 PM,,CHI,NO,,,,,-7.5,7.5,,,,,,,,,,,,,-4.2,-11.0,-2.4,-3.9,-2.0,-6.8,-1.6,-0.3,6,6,0,,,,,
7,7,PHI @ MIN,1:00 PM,,MIN,PHI,,,,,3.0,-3.0,,,,,,,,,,,,,0.0,11.0,-10.7,6.3,10.7,1.8,0.3,2.2,6,6,0,,,,,
7,8,IND @ LAC,4:05 PM,,LAC,IND,,,,,-6.0,6.0,,,,,,,,,,,,,-4.6,-8.3,0.9,-2.4,5.1,-5.9,0.4,-0.4,6,6,0,,,,,
7,9,NYG @ DEN,4:05 PM,,DEN,NYG,,,,,-7.5,7.5,,,,,,,,,,,,,5.4,-17.4,-1.3,-3.1,-7.0,-14.4,-0.3,0.1,6,6,0,,,,,
7,10,GB @ ARI,4:25 PM,,ARI,GB,,,,,1.5,-1.5,,,,,,,,,,,,,3.0,6.3,0.3,4.5,-3.2,1.4,0.7,0.4,6,6,0,,,,,
7,11,WSH @ DAL,4:25 PM,,DAL,WSH,,,,,0.0,0.0,,,,,,,,,,,,,-4.8,15.9,-2.3,15.2,1.7,0.1,-0.3,0.8,6,6,0,,,,,
7,12,TB @ DET,7:00 PM,,DET,TB,,,,,-3.5,3.5,,,,,,,,,,,,,20.4,3.8,19.4,7.4,1.4,2.2,-0.3,-1.4,6,6,0,,,,,
7,13,PIT @ CIN,8:15 PM,,CIN,PIT,,,,,-1.5,1.5,,,,,,,,,,,,,5.3,-4.6,0.7,-4.3,2.7,1.5,0.7,0.1,6,6,0,,,,,
7,14,ATL @ SF,8:20 PM,,SF,ATL,,,,,-6.5,6.5,,,,,,,,,,,,,13.7,-4.3,15.1,3.8,-0.3,7.4,-1.9,-0.7,6,6,0,,,,,
7,15,LAR @ JAX,9:30 AM,,JAX,LAR,,,,,3.5,-3.5,,,,,,,,,,,,,-0.6,4.8,-2.6,6.5,-1.8,-1.7,0.2,-0.2,6,6,0,,,,,
8,1,BUF @ CAR,1:00 PM,,CAR,BUF,,,,,7.0,-7.0,,,,,,,,,,,,,-22.1,19.3,-10.7,16.8,-12.0,-2.9,-0.7,-0.4,6,6,0,,,,,
8,2,CHI @ BAL,1:00 PM,,BAL,CHI,,,,,-7.0,7.0,,,,,,,,,,,,,24.1,-4.2,14.9,-2.4,5.1,-2.0,1.1,-1.6,6,6,0,,,,,
8,3,CLE @ NE,1:00 PM,,NE,CLE,,,,,-5.5,5.5,,,,,,,,,,,,,-7.9,-13.7,-8.7,-8.4,1.6,-5.3,-0.5,0.0,6,6,0,,,,,
8,4,MIA @ ATL,1:00 PM,,ATL,MIA,,,,,-1.5,1.5,,,,,,,,,,,,,-4.3,1.6,3.8,4.3,7.4,5.8,-0.7,0.4,6,6,0,,,,,
8,5,NYG @ PHI,1:00 PM,,PHI,NYG,,,,,-10.5,10.5,,,,,,,,,,,,,11.0,-17.4,6.3,-3.1,1.8,-14.4,2.2,0.1,6,6,0,,,,,
8,6,NYJ @ CIN,1:00 PM,,CIN,NYJ,,,,,-7.5,7.5,,,,,,,,,,,,,5.3,-19.3,0.7,-3.2,2.7,-14.0,0.7,-2.4,6,6,0,,,,,
8,7,SF @ HOU,1:00 PM,,HOU,SF,,,,,1.5,-1.5,,,,,,,,,,,,,0.5,13.7,-4.3,15.1,-4.5,-0.3,0.1,-1.9,6,6,0,,,,,
8,8,TB @ NO,4:05 PM,,NO,TB,,,,,9.5,-9.5,,,,,,,,,,,,,-11.0,3.8,-3.9,7.4,-6.8,2.2,-0.3,-1.4,6,6,0,,,,,
8,9,DAL @ DEN,4:25 PM,,DEN,DAL,,,,,-4.5,4.5,,,,,,,,,,,,,5.4,-4.8,-1.3,-2.3,-7.0,1.7,-0.3,-0.3,6,6,0,,,,,
8,10,TEN @ IND,4:25 PM,,IND,TEN,,,,,-3.5,3.5,,,,,,,,,,,,,-8.3,-17.4,-2.4,-4.1,-5.9,-13.3,-0.4,0.0,6,6,0,,,,,
8,11,MIN @ LAC,8:15 PM,,LAC,MIN,,,,,-3.0,3.0,,,,,,,,,,,,,-4.6,0.0,0.9,-10.7,5.1,10.7,0.4,0.3,6,6,0,,,,,
8,12,WSH @ KC,8:15 PM,,KC,WSH,,,,,0.0,0.0,,,,,,,,,,,,,15.9,15.9,11.6,15.2,-2.9,0.1,1.9,0.8,6,6,0,,,,,
8,13,GB @ PIT,8:20 PM,,PIT,GB,,,,,1.5,-1.5,,,,,,,,,,,,,-4.6,6.3,-4.3,4.5,1.5,1.4,0.1,0.4,6,6,0,,,,,
9,1,ATL @ NE,1:00 PM,,NE,ATL,,,,,-3.0,3.0,,,,,,,,,,,,,-7.9,-4.3,-8.7,3.8,1.6,7.4,-0.5,-0.7,6,6,0,,,,,
9,2,CAR @ GB,1:00 PM,,GB,CAR,,,,,-7.5,7.5,,,,,,,,,,,,,6.3,-22.1,4.5,-10.7,1.4,-12.0,0.4,-0.7,6,6,0,,,,,
9,3,CHI @ CIN,1:00 PM,,CIN,CHI,,,,,-3.0,3.0,,,,,,,,,,,,,5.3,-4.2,0.7,-2.4,2.7,-2.0,0.7,-1.6,6,6,0,,,,,
9,4,DEN @ HOU,1:00 PM,,HOU,DEN,,,,,1.5,-1.5,,,,,,,,,,,,,0.5,5.4,-4.3,-1.3,-4.5,-7.0,0.1,-0.3,6,6,0,,,,,
9,5,IND @ PIT,1:00 PM,,PIT,IND,,,,,-3.5,3.5,,,,,,,,,,,,,-4.6,-8.3,-4.3,-2.4,1.5,-5.9,0.1,-0.4,6,6,0,,,,,
9,6,LAC @ TEN,1:00 PM,,TEN,LAC,,,,,4.5,-4.5,,,,,,,,,,,,,-17.4,-4.6,-4.1,0.9,-13.3,5.1,0.0,0.4,6,6,0,,,,,
9,7,MIN @ DET,1:00 PM,,DET,MIN,,,,,-2.0,2.0,,,,,,,,,,,,,20.4,0.0,19.4,-10.7,1.4,10.7,-0.3,0.3,6,6,0,,,,,
9,8,SF @ NYG,1:00 PM,,NYG,SF,,,,,3.5,-3.5,,,,,,,,,,,,,-17.4,13.7,-3.1,15.1,-14.4,-0.3,0.1,-1.9,6,6,0,,,,,
9,9,JAX @ LV,4:05 PM,,LV,JAX,,,,,-1.5,1.5,,,,,,,,,,,,,-2.9,-0.6,8.3,-2.6,-2.2,-1.8,0.6,0.2,6,6,0,,,,,
9,10,NO @ LAR,4:05 PM,,LAR,NO,,,,,-9.5,9.5,,,,,,,,,,,,,4.8,-11.0,6.5,-3.9,-1.7,-6.8,-0.2,-0.3,6,6,0,,,,,
9,11,KC @ BUF,4:25 PM,,BUF,KC,,,,,-2.5,2.5,,,,,,,,,,,,,19.3,15.9,16.8,11.6,-2.9,-2.9,-0.4,1.9,6,6,0,,,,,
9,12,ARI @ DAL,8:15 PM,,DAL,ARI,,,,,-1.5,1.5,,,,,,,,,,,,,-4.8,3.0,-2.3,0.3,1.7,-3.2,-0.3,0.7,6,6,0,,,,,
