week,date,time,team,opponent,home_or_away,holiday_flag,rest_days,reserved,is_locked_out,expected_avail,preferred,must_use,save_for_later,notes_future,notes,spot_quality,projected_win_prob,team_tot_dvoa,opp_tot_dvoa,dvoa_gap,moneyline,spread,implied_wp,power_rating,opp_power_rating,power_gap,rest_diff,travel_miles,rating_gap,injury_adjustment,future_scarcity_bonus,opp_moneyline,consensus_spread,circa_spread,circa_spread_price,team_total_dvoa,opp_total_dvoa,sv_win,sv_home,sv_rest,sv_rating,sv_dvoa,sv_injury,sv_holiday,max_future_prob,future_depth_ge55,opportunity_delta,od_norm,fd_norm,future_scarcity_boost_raw,future_scarcity_boost,sv_scarcity,OD_norm,FD_norm
11,2025-11-16 00:00:00,1:00 PM,BUF,TB,Home,,7,False,False,True,False,False,False,,,,0.6750312469954812,,,,-238.0,-5.5,0.6750312469954812,,,,,,,0.0,,,,,,,,0.5454999956297909,0.1,0.05,,0.0,0.0,0.0,0.7659021045164341,5,-0.0908708575209529,0.2182582849580941,0.0,0.12,0.1,0.1,0.2182582849580941,0.0
12,2025-11-20 00:00:00,8:15 PM,BUF,HOU,Away,,4,False,False,True,False,False,False,,,,0.6224665518611737,,,,-185.0,-3.5,0.6224665518611737,,,,,,,0.0,,,,,,,,0.4690422572526163,0.0,0.0,,0.0,0.0,0.0,0.7659021045164341,4,-0.1434355526552604,0.1131288946894791,0.0,0.0678773368136875,0.0565644473447395,0.0565644473447395,0.1131288946894791,0.0
13,2025-11-30 00:00:00,4:25 PM,BUF,PIT,Away,,9,False,False,True,False,False,False,,,,0.6574752261956054,,,,-218.0,-4.5,0.6574752261956054,,,,,,,0.0,,,,,,,,0.519963965375426,0.0,0.0833333333333333,,0.0,0.0,0.0,0.7659021045164341,3,-0.1084268783208287,0.1831462433583425,0.0,0.1098877460150055,0.0915731216791712,0.0915731216791712,0.1831462433583425,0.0
14,2025-12-07 00:00:00,4:25 PM,BUF,CIN,Home,,7,False,False,True,False,False,False,,,,0.6750312469954812,,,,-238.0,-5.5,0.6750312469954812,,,,,,,0.0,,,,,,,,0.5454999956297909,0.1,0.05,,0.0,0.0,0.0,0.7659021045164341,2,-0.0908708575209529,0.2182582849580941,0.3333333333333333,0.12,0.1,0.1,0.2182582849580941,0.3333333333333333
15,2025-12-14 00:00:00,1:00 PM,BUF,NE,Away,,6,False,False,True,False,False,False,,,,0.5,,,,,,,,,,,,,0.0,,,,,,,,0.2909090909090909,0.0,0.0333333333333333,,0.0,0.0,0.0,0.7659021045164341,2,-0.2659021045164341,0.0,0.3333333333333333,0.12,0.1,0.1,0.0,0.3333333333333333
16,2025-12-21 00:00:00,1:00 PM,BUF,CLE,Away,,7,False,False,True,False,False,False,,,,0.7659021045164341,,,,-395.0,-8.5,0.7659021045164341,,,,,,,0.0,,,,,,,,0.6776757883875406,0.0,0.05,,0.0,0.0,0.0,0.7659021045164341,1,0.0,0.4,0.6666666666666667,0.12,0.1,0.1,0.4,0.6666666666666667
17,2025-12-28 00:00:00,4:25 PM,BUF,PHI,Home,,7,False,False,True,False,False,False,,,,0.5260865852617197,,,,-122.0,-1.5,0.5260865852617197,,,,,,,0.0,,,,,,,,0.3288532149261378,0.1,0.05,,0.0,0.0,0.0,0.7659021045164341,1,-0.2398155192547144,0.0,0.6666666666666667,0.12,0.1,0.1,0.0,0.6666666666666667
18,2026-01-04 00:00:00,1:00 PM,BUF,NYJ,Home,,6,False,False,True,False,False,False,,,,0.7659021045164341,,,,-395.0,-9.5,0.7659021045164341,,,,,,,0.0,,,,,,,,0.6776757883875406,0.1,0.0333333333333333,,0.0,0.0,0.0,0.0,0,0.7659021045164341,1.0,1.0,0.12,0.1,0.1,1.0,1.0
1,2025-09-07 00:00:00,1:00 PM,CAR,JAX,Away,,7,False,False,True,False,False,False,,,,0.4136572554169402,,,,135.0,2.5,0.4136572554169402,,,,,,,0.0,,,,,,,,0.1653196442428221,0.0,0.05,,0.0,0.0,0.0,0.5260865852617197,0,-0.1124293298447794,0.175141340310441,1.0,0.12,0.1,0.1,0.175141340310441,1.0
2,2025-09-14 00:00:00,4:05 PM,CAR,ARI,Away,,7,False,False,True,False,False,False,,,,0.3425247738043946,,,,180.0,4.5,0.3425247738043946,,,,,,,0.0,,,,,,,,0.0618542164427558,0.0,0.05,,0.0,0.0,0.0,0.5260865852617197,0,-0.183561811457325,0.0328763770853498,1.0,0.12,0.1,0.1,0.0328763770853498,1.0
3,2025-09-21 00:00:00,1:00 PM,CAR,ATL,Home,,6,False,False,True,False,False,False,,,,0.4003612281757977,,,,140.0,3.0,0.4003612281757977,,,,,,,0.0,,,,,,,,0.1459799682557057,0.1,0.0333333333333333,,0.0,0.0,0.0,0.5260865852617197,0,-0.1257253570859219,0.148549285828156,1.0,0.12,0.1,0.1,0.148549285828156,1.0
4,2025-09-28 00:00:00,1:00 PM,CAR,NE,Away,,7,False,False,True,False,False,False,,,,0.3775334481388264,,,,154.0,3.5,0.3775334481388264,,,,,,,0.0,,,,,,,,0.1127759245655656,0.0,0.05,,0.0,0.0,0.0,0.5260865852617197,0,-0.1485531371228933,0.1028937257542134,1.0,0.12,0.1,0.1,0.1028937257542134,1.0
5,2025-10-05 00:00:00,1:00 PM,CAR,MIA,Home,,7,False,False,True,False,False,False,,,,0.4675324675324675,,,,105.0,1.5,0.4675324675324675,,,,,,,0.0,,,,,,,,0.2436835891381346,0.1,0.05,,0.0,0.0,0.0,0.5260865852617197,0,-0.0585541177292521,0.2828917645414956,1.0,0.12,0.1,0.1,0.2828917645414956,1.0
6,2025-10-12 00:00:00,1:00 PM,CAR,DAL,Home,,7,False,False,True,False,False,False,,,,0.4675324675324675,,,,105.0,1.5,0.4675324675324675,,,,,,,0.0,,,,,,,,0.2436835891381346,0.1,0.05,,0.0,0.0,0.0,0.5260865852617197,0,-0.0585541177292521,0.2828917645414956,1.0,0.12,0.1,0.1,0.2828917645414956,1.0
7,2025-10-19 00:00:00,1:00 PM,CAR,NYJ,Away,,7,False,False,True,False,False,False,,,,0.4675324675324675,,,,105.0,1.5,0.4675324675324675,,,,,,,0.0,,,,,,,,0.2436835891381346,0.0,0.05,,0.0,0.0,0.0,0.5260865852617197,0,-0.0585541177292521,0.2828917645414956,1.0,0.12,0.1,0.1,0.2828917645414956,1.0
8,2025-10-26 00:00:00,1:00 PM,CAR,BUF,Home,,7,False,False,True,False,False,False,,,,0.2664576802507837,,,,260.0,7.0,0.2664576802507837,,,,,,,0.0,,,,,,,,0.0,0.1,0.05,,0.0,0.0,0.0,0.5260865852617197,0,-0.259628905010936,0.0,1.0,0.12,0.1,0.1,0.0,1.0
9,2025-11-02 00:00:00,1:00 PM,CAR,GB,Away,,7,False,False,True,False,False,False,,,,0.2491874322860238,,,,285.0,7.5,0.2491874322860238,,,,,,,0.0,,,,,,,,0.0,0.0,0.05,,0.0,0.0,0.0,0.5260865852617197,0,-0.2768991529756959,0.0,1.0,0.12,0.1,0.1,0.0,1.0
10,2025-11-09 00:00:00,1:00 PM,CAR,NO,Home,,7,False,False,True,False,False,False,,,,0.5260865852617197,,,,-122.0,-1.5,0.5260865852617197,,,,,,,0.0,,,,,,,,0.3288532149261378,0.1,0.05,,0.0,0.0,0.0,0.5,0,0.0260865852617196,0.4521731705234394,1.0,0.12,0.1,0.1,0.4521731705234394,1.0
11,2025-11-16 00:00:00,1:00 PM,CAR,ATL,Away,,7,False,False,True,False,False,False,,,,0.5,,,,,,,,,,,,,0.0,,,,,,,,0.2909090909090909,0.0,0.05,,0.0,0.0,0.0,0.5,0,0.0,0.4,1.0,0.12,0.1,0.1,0.4,1.0
12,2025-11-24 00:00:00,8:15 PM,CAR,SF,Away,,8,False,False,True,False,False,False,,,,0.2742474916387959,,,,250.0,7.0,0.2742474916387959,,,,,,,0.0,,,,,,,,0.0,0.0,0.0666666666666666,,0.0,0.0,0.0,0.5,0,-0.225752508361204,0.0,1.0,0.12,0.1,0.1,0.0,1.0
13,2025-11-30 00:00:00,1:00 PM,CAR,LAR,Home,,5,False,False,True,False,False,False,,,,0.3775334481388264,,,,154.0,3.5,0.3775334481388264,,,,,,,0.0,,,,,,,,0.1127759245655656,0.1,0.0166666666666666,,0.0,0.0,0.0,0.5,0,-0.1224665518611736,0.1550668962776528,1.0,0.12,0.1,0.1,0.1550668962776528,1.0
15,2025-12-14 00:00:00,4:25 PM,CAR,NO,Away,,14,False,False,True,False,False,False,,,,0.5,,,,,,,,,,,,,0.0,,,,,,,,0.2909090909090909,0.0,0.1,,0.0,0.0,0.0,0.5,0,0.0,0.4,1.0,0.12,0.1,0.1,0.4,1.0
16,2025-12-21 00:00:00,1:00 PM,CAR,TB,Home,,6,False,False,True,False,False,False,,,,0.2664576802507837,,,,260.0,7.0,0.2664576802507837,,,,,,,0.0,,,,,,,,0.0,0.1,0.0333333333333333,,0.0,0.0,0.0,0.5,0,-0.2335423197492163,0.0,1.0,0.12,0.1,0.1,0.0,1.0
17,2025-12-28 00:00:00,1:00 PM,CAR,SEA,Home,,7,False,False,True,False,False,False,,,,0.4675324675324675,,,,105.0,1.5,0.4675324675324675,,,,,,,0.0,,,,,,,,0.2436835891381346,0.1,0.05,,0.0,0.0,0.0,0.5,0,-0.0324675324675324,0.335064935064935,1.0,0.12,0.1,0.1,0.335064935064935,1.0
18,2026-01-04 00:00:00,1:00 PM,CAR,TB,Away,,7,False,False,True,False,False,False,,,,0.5,,,,,,,,,,,,,0.0,,,,,,,,0.2909090909090909,0.0,0.05,,0.0,0.0,0.0,0.0,0,0.5,1.0,1.0,0.12,0.1,0.1,1.0,1.0
1,2025-09-08 00:00:00,8:15 PM,CHI,MIN,Home,,7,False,False,True,False,False,False,,,,0.4365079365079364,,,,120.0,2.5,0.4365079365079364,,,,,,,0.0,,,,,,,,0.1985569985569984,0.1,0.05,,0.0,0.0,0.0,0.7440690150970525,5,-0.3075610785891161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2025-09-14 00:00:00,1:00 PM,CHI,DET,Away,,5,False,False,True,False,False,False,,,,0.5,,,,,,,,,,,,,0.0,,,,,,,,0.2909090909090909,0.0,0.0166666666666666,,0.0,0.0,0.0,0.7440690150970525,5,-0.2440690150970524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2025-09-21 00:00:00,4:25 PM,CHI,DAL,Home,,7,False,False,True,False,False,False,,,,0.5996387718242023,,,,-166.0,-3.0,0.5996387718242023,,,,,,,0.0,,,,,,,,0.4358382135624761,0.1,0.05,,0.0,0.0,0.0,0.7440690150970525,4,-0.1444302432728501,0.1111395134542997,0.0,0.0666837080725798,0.0555697567271498,0.0555697567271498,0.1111395134542997,0.0
4,2025-09-28 00:00:00,4:25 PM,CHI,LV,Away,,7,False,False,True,False,False,False,,,,0.5260865852617197,,,,-122.0,-1.5,0.5260865852617197,,,,,,,0.0,,,,,,,,0.3288532149261378,0.0,0.05,,0.0,0.0,0.0,0.7440690150970525,4,-0.2179824298353327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2025-10-13 00:00:00,8:15 PM,CHI,WSH,Away,,14,False,False,True,False,False,False,,,,0.5,,,,,,,,,,,,,0.0,,,,,,,,0.2909090909090909,0.0,0.1,,0.0,0.0,0.0,0.7440690150970525,4,-0.2440690150970524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2025-10-19 00:00:00,1:00 PM,CHI,NO,Home,,5,False,False,True,False,False,False,,,,0.7440690150970525,,,,-345.0,-7.5,0.7440690150970525,,,,,,,0.0,,,,,,,,0.6459185674138945,0.1,0.0166666666666666,,0.0,0.0,0.0,0.725752508361204,3,0.0183165067358485,0.436633013471697,0.0,0.12,0.1,0.1,0.436633013471697,0.0
8,2025-10-26 00:00:00,1:00 PM,CHI,BAL,Away,,7,False,False,True,False,False,False,,,,0.2664576802507837,,,,260.0,7.0,0.2664576802507837,,,,,,,0.0,,,,,,,,0.0,0.0,0.05,,0.0,0.0,0.0,0.725752508361204,3,-0.4592948281104203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2025-11-02 00:00:00,1:00 PM,CHI,CIN,Away,,7,False,False,True,False,False,False,,,,0.3962430290578221,,,,142.0,3.0,0.3962430290578221,,,,,,,0.0,,,,,,,,0.1399898604477412,0.0,0.05,,0.0,0.0,0.0,0.725752508361204,3,-0.3295094793033818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2025-11-09 00:00:00,1:00 PM,CHI,NYG,Home,,7,False,False,True,False,False,False,,,,0.6690070210631895,,,,-230.0,-5.5,0.6690070210631895,,,,,,,0.0,,,,,,,,0.5367374851828212,0.1,0.05,,0.0,0.0,0.0,0.725752508361204,2,-0.0567454872980144,0.2865090254039711,0.3333333333333333,0.12,0.1,0.1,0.2865090254039711,0.3333333333333333
11,2025-11-16 00:00:00,1:00 PM,CHI,MIN,Away,,7,False,False,True,False,False,False,,,,0.5,,,,,,,,,,,,,0.0,,,,,,,,0.2909090909090909,0.0,0.05,,0.0,0.0,0.0,0.725752508361204,2,-0.2257525083612039,0.0,0.3333333333333333,0.12,0.1,0.1,0.0,0.3333333333333333
12,2025-11-23 00:00:00,1:00 PM,CHI,PIT,Home,,7,False,False,True,False,False,False,,,,0.551441114716549,,,,-135.0,-2.5,0.551441114716549,,,,,,,0.0,,,,,,,,0.3657325304967985,0.1,0.05,,0.0,0.0,0.0,0.725752508361204,1,-0.1743113936446549,0.05137721271069,0.6666666666666667,0.12,0.1,0.1,0.05137721271069,0.6666666666666667
13,2025-11-28 00:00:00,3:00 PM,CHI,PHI,Away,Thanksgiving,5,False,False,True,False,False,False,,,,0.2664576802507837,,,,260.0,7.0,0.2664576802507837,,,,,,,0.0,,,,,,,,0.0,0.0,0.0166666666666666,,0.0,0.0,-0.03,0.725752508361204,1,-0.4592948281104203,0.0,0.6666666666666667,0.12,0.1,0.1,0.0,0.6666666666666667
14,2025-12-07 00:00:00,1:00 PM,CHI,GB,Away,,8,False,False,True,False,False,False,,,,0.5,,,,,,,,,,,,,0.0,,,,,,,,0.2909090909090909,0.0,0.0666666666666666,,0.0,0.0,0.0,0.725752508361204,1,-0.2257525083612039,0.0,0.6666666666666667,0.12,0.1,0.1,0.0,0.6666666666666667
15,2025-12-14 00:00:00,1:00 PM,CHI,CLE,Home,,7,False,False,True,False,False,False,,,,0.725752508361204,,,,-310.0,-7.0,0.725752508361204,,,,,,,0.0,,,,,,,,0.6192763757981149,0.1,0.05,,0.0,0.0,0.0,0.4675324675324675,0,0.2582200408287364,0.9164400816574728,1.0,0.12,0.1,0.1,0.9164400816574728,1.0
16,2025-12-20 00:00:00,1:00 PM,CHI,GB,Home,,6,False,False,True,False,False,False,,,,0.4675324675324675,,,,105.0,1.5,0.4675324675324675,,,,,,,0.0,,,,,,,,0.2436835891381346,0.1,0.0333333333333333,,0.0,0.0,0.0,0.4675324675324675,0,0.0,0.4,1.0,0.12,0.1,0.1,0.4,1.0
17,2025-12-28 00:00:00,8:20 PM,CHI,SF,Away,,8,False,False,True,False,False,False,,,,0.3690596562184025,,,,160.0,3.5,0.3690596562184025,,,,,,,0.0,,,,,,,,0.100450409044949,0.0,0.0666666666666666,,0.0,0.0,0.0,0.4675324675324675,0,-0.098472811314065,0.2030543773718699,1.0,0.12,0.1,0.1,0.2030543773718699,1.0
18,2026-01-04 00:00:00,1:00 PM,CHI,DET,Home,,6,False,False,True,False,False,False,,,,0.4675324675324675,,,,105.0,1.5,0.4675324675324675,,,,,,,0.0,,,,,,,,0.2436835891381346,0.1,0.0333333333333333,,0.0,0.0,0.0,0.0,0,0.4675324675324675,1.0,1.0,0.12,0.1,0.1,1.0,1.0
1,2025-09-07 00:00:00,1:00 PM,CIN,CLE,Away,,7,False,False,True,False,False,False,,,,0.5,,,,,,,,,,,,,0.0,,,,,,,,0.2909090909090909,0.0,0.05,,0.0,0.0,0.0,0.771505376344086,6,-0.271505376344086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2025-09-14 00:00:00,1:00 PM,CIN,JAX,Home,,7,False,False,True,False,False,False,,,,0.6750312469954812,,,,-238.0,-5.5,0.6750312469954812,,,,,,,0.0,,,,,,,,0.5454999956297909,0.1,0.05,,0.0,0.0,0.0,0.771505376344086,5,-0.0964741293486047,0.2070517413027904,0.0,0.12,0.1,0.1,0.2070517413027904,0.0
3,2025-09-21 00:00:00,1:00 PM,CIN,MIN,Away,,7,False,False,True,False,False,False,,,,0.4675324675324675,,,,105.0,1.5,0.4675324675324675,,,,,,,0.0,,,,,,,,0.2436835891381346,0.0,0.05,,0.0,0.0,0.0,0.771505376344086,5,-0.3039729088116185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2025-09-29 00:00:00,8:15 PM,CIN,DEN,Away,,8,False,False,True,False,False,False,,,,0.4365079365079364,,,,120.0,2.5,0.4365079365079364,,,,,,,0.0,,,,,,,,0.1985569985569984,0.0,0.0666666666666666,,0.0,0.0,0.0,0.771505376344086,5,-0.3349974398361496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2025-10-05 00:00:00,4:25 PM,CIN,DET,Home,,5,False,False,True,False,False,False,,,,0.4739134147382802,,,,102.0,1.5,0.4739134147382802,,,,,,,0.0,,,,,,,,0.2529649668920439,0.1,0.0166666666666666,,0.0,0.0,0.0,0.771505376344086,5,-0.2975919616058058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2025-10-12 00:00:00,4:25 PM,CIN,GB,Away,,7,False,False,True,False,False,False,,,,0.4066302458405761,,,,136.0,3.0,0.4066302458405761,,,,,,,0.0,,,,,,,,0.1550985394044743,0.0,0.05,,0.0,0.0,0.0,0.771505376344086,5,-0.3648751305035099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2025-10-16 00:00:00,8:15 PM,CIN,PIT,Home,,4,False,False,True,False,False,False,,,,0.5324675324675325,,,,-125.0,-1.5,0.5324675324675325,,,,,,,0.0,,,,,,,,0.3381345926800473,0.1,0.0,,0.0,0.0,0.0,0.771505376344086,5,-0.2390378438765534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2025-10-26 00:00:00,1:00 PM,CIN,NYJ,Home,,9,False,False,True,False,False,False,,,,0.7477827050997783,,,,-355.0,-7.5,0.7477827050997783,,,,,,,0.0,,,,,,,,0.6513202983269503,0.1,0.0833333333333333,,0.0,0.0,0.0,0.771505376344086,4,-0.0237226712443077,0.3525546575113846,0.0,0.12,0.1,0.1,0.3525546575113846,0.0
9,2025-11-02 00:00:00,1:00 PM,CIN,CHI,Home,,7,False,False,True,False,False,False,,,,0.6037569709421778,,,,-170.0,-3.0,0.6037569709421778,,,,,,,0.0,,,,,,,,0.4418283213704405,0.1,0.05,,0.0,0.0,0.0,0.771505376344086,3,-0.1677484054019081,0.0645031891961837,0.0,0.0387019135177102,0.0322515945980918,0.0322515945980918,0.0645031891961837,0.0
11,2025-11-16 00:00:00,1:00 PM,CIN,PIT,Away,,14,False,False,True,False,False,False,,,,0.5,,,,,,,,,,,,,0.0,,,,,,,,0.2909090909090909,0.0,0.1,,0.0,0.0,0.0,0.771505376344086,3,-0.271505376344086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2025-11-23 00:00:00,1:00 PM,CIN,NE,Home,,7,False,False,True,False,False,False,,,,0.6636481241914618,,,,-225.0,-4.5,0.6636481241914618,,,,,,,0.0,,,,,,,,0.5289427260966717,0.1,0.05,,0.0,0.0,0.0,0.771505376344086,2,-0.1078572521526242,0.1842854956947516,0.3333333333333333,0.12,0.1,0.1,0.1842854956947516,0.3333333333333333
13,2025-11-27 00:00:00,8:20 PM,CIN,BAL,Away,Thanksgiving,4,False,False,True,False,False,False,,,,0.5,,,,,,,,,,,,,0.0,,,,,,,,0.2909090909090909,0.0,0.0,,0.0,0.0,-0.03,0.771505376344086,2,-0.271505376344086,0.0,0.3333333333333333,0.12,0.1,0.1,0.0,0.3333333333333333
14,2025-12-07 00:00:00,4:25 PM,CIN,BUF,Away,,9,False,False,True,False,False,False,,,,0.3249687530045188,,,,195.0,5.5,0.3249687530045188,,,,,,,0.0,,,,,,,,0.0363181861883909,0.0,0.0833333333333333,,0.0,0.0,0.0,0.771505376344086,2,-0.4465366233395672,0.0,0.3333333333333333,0.12,0.1,0.1,0.0,0.3333333333333333
15,2025-12-14 00:00:00,1:00 PM,CIN,BAL,Home,,6,False,False,True,False,False,False,,,,0.448558885283451,,,,114.0,2.5,0.448558885283451,,,,,,,0.0,,,,,,,,0.2160856513213832,0.1,0.0333333333333333,,0.0,0.0,0.0,0.771505376344086,2,-0.322946491060635,0.0,0.3333333333333333,0.12,0.1,0.1,0.0,0.3333333333333333
16,2025-12-21 00:00:00,8:20 PM,CIN,MIA,Away,,7,False,False,True,False,False,False,,,,0.5260865852617197,,,,-122.0,-1.5,0.5260865852617197,,,,,,,0.0,,,,,,,,0.3288532149261378,0.0,0.05,,0.0,0.0,0.0,0.771505376344086,2,-0.2454187910823663,0.0,0.3333333333333333,0.12,0.1,0.1,0.0,0.3333333333333333
17,2025-12-28 00:00:00,1:00 PM,CIN,ARI,Home,,6,False,False,True,False,False,False,,,,0.6224665518611737,,,,-185.0,-3.5,0.6224665518611737,,,,,,,0.0,,,,,,,,0.4690422572526163,0.1,0.0333333333333333,,0.0,0.0,0.0,0.771505376344086,1,-0.1490388244829122,0.1019223510341754,0.6666666666666667,0.12,0.1,0.1,0.1019223510341754,0.6666666666666667
18,2026-01-04 00:00:00,1:00 PM,CIN,CLE,Home,,7,False,False,True,False,False,False,,,,0.771505376344086,,,,-410.0,-8.5,0.771505376344086,,,,,,,0.0,,,,,,,,0.6858260019550342,0.1,0.05,,0.0,0.0,0.0,0.0,0,0.771505376344086,1.0,1.0,0.12,0.1,0.1,1.0,1.0
1,09/07/2025,13:00:00,CLE,CIN,Home,,7,False,False,True,False,False,False,,,,0.53,5.0,6.0,-1.0,320.0,8.5,0.2284946236559139,,,,,,0.5,0.01,0.0,,,,,,,0.3345454545454546,0.1,0.05,0.0083140966433599,-0.0039940845901357,0.01,0.0,0.5324675324675325,0,-0.0024675324675325,0.395064935064935,1.0,0.12,0.1,0.1,0.395064935064935,1.0
2,2025-09-14 00:00:00,1:00 PM,CLE,BAL,Away,,7,False,False,True,False,False,False,,,,0.5,,,,,,,,,,,,,0.0,,,,,,,,0.2909090909090909,0.0,0.05,,0.0,0.0,0.0,0.5324675324675325,0,-0.0324675324675325,0.3350649350649349,1.0,0.12,0.1,0.1,0.3350649350649349,1.0
3,2025-09-21 00:00:00,1:00 PM,CLE,GB,Home,,7,False,False,True,False,False,False,,,,0.3042300479266513,,,,215.0,5.5,0.3042300479266513,,,,,,,0.0,,,,,,,,0.0061527969842201,0.1,0.05,,0.0,0.0,0.0,0.5324675324675325,0,-0.2282374845408812,0.0,1.0,0.12,0.1,0.1,0.0,1.0
4,2025-09-28 00:00:00,1:00 PM,CLE,DET,Away,,7,False,False,True,False,False,False,,,,0.1957070707070707,,,,390.0,10.5,0.1957070707070707,,,,,,,0.0,,,,,,,,0.0,0.0,0.05,,0.0,0.0,0.0,0.5324675324675325,0,-0.3367604617604618,0.0,1.0,0.12,0.1,0.1,0.0,1.0
5,2025-10-05 00:00:00,9:30 AM,CLE,MIN,Home,,6,False,False,True,False,False,False,,,,0.261136712749616,,,,270.0,6.75,0.261136712749616,,,,,,,0.0,,,,,,,,0.0,0.1,0.0333333333333333,,0.0,0.0,0.0,0.5324675324675325,0,-0.2713308197179165,0.0,1.0,0.12,0.1,0.1,0.0,1.0
6,2025-10-12 00:00:00,1:00 PM,CLE,PIT,Away,,7,False,False,True,False,False,False,,,,0.5,,,,,,,,,,,,,0.0,,,,,,,,0.2909090909090909,0.0,0.05,,0.0,0.0,0.0,0.5324675324675325,0,-0.0324675324675325,0.3350649350649349,1.0,0.12,0.1,0.1,0.3350649350649349,1.0
7,2025-10-19 00:00:00,1:00 PM,CLE,MIA,Home,,7,False,False,True,False,False,False,,,,0.4675324675324675,,,,105.0,1.5,0.4675324675324675,,,,,,,0.0,,,,,,,,0.2436835891381346,0.1,0.05,,0.0,0.0,0.0,0.5324675324675325,0,-0.064935064935065,0.27012987012987,1.0,0.12,0.1,0.1,0.27012987012987,1.0
8,2025-10-26 00:00:00,1:00 PM,CLE,NE,Away,,7,False,False,True,False,False,False,,,,0.3249687530045188,,,,195.0,5.5,0.3249687530045188,,,,,,,0.0,,,,,,,,0.0363181861883909,0.0,0.05,,0.0,0.0,0.0,0.5324675324675325,0,-0.2074987794630137,0.0,1.0,0.12,0.1,0.1,0.0,1.0
10,2025-11-09 00:00:00,1:00 PM,CLE,NYJ,Away,,14,False,False,True,False,False,False,,,,0.4365079365079364,,,,120.0,2.5,0.4365079365079364,,,,,,,0.0,,,,,,,,0.1985569985569984,0.0,0.1,,0.0,0.0,0.0,0.5324675324675325,0,-0.0959595959595961,0.2080808080808077,1.0,0.12,0.1,0.1,0.2080808080808077,1.0
11,2025-11-16 00:00:00,4:25 PM,CLE,BAL,Home,,7,False,False,True,False,False,False,,,,0.24,,,,300.0,8.5,0.24,,,,,,,0.0,,,,,,,,0.0,0.1,0.05,,0.0,0.0,0.0,0.5324675324675325,0,-0.2924675324675325,0.0,1.0,0.12,0.1,0.1,0.0,1.0
12,2025-11-23 00:00:00,4:05 PM,CLE,LV,Away,,6,False,False,True,False,False,False,,,,0.3775334481388264,,,,154.0,3.5,0.3775334481388264,,,,,,,0.0,,,,,,,,0.1127759245655656,0.0,0.0333333333333333,,0.0,0.0,0.0,0.5324675324675325,0,-0.1549340843287061,0.0901318313425877,1.0,0.12,0.1,0.1,0.0901318313425877,1.0
13,2025-11-30 00:00:00,1:00 PM,CLE,SF,Home,,6,False,False,True,False,False,False,,,,0.3092071169459319,,,,210.0,6.0,0.3092071169459319,,,,,,,0.0,,,,,,,,0.0133921701031736,0.1,0.0333333333333333,,0.0,0.0,0.0,0.5324675324675325,0,-0.2232604155216006,0.0,1.0,0.12,0.1,0.1,0.0,1.0
14,2025-12-07 00:00:00,1:00 PM,CLE,TEN,Home,,7,False,False,True,False,False,False,,,,0.5324675324675325,,,,-125.0,-1.5,0.5324675324675325,,,,,,,0.0,,,,,,,,0.3381345926800473,0.1,0.05,,0.0,0.0,0.0,0.5,0,0.0324675324675325,0.4649350649350651,1.0,0.12,0.1,0.1,0.4649350649350651,1.0
15,2025-12-14 00:00:00,1:00 PM,CLE,CHI,Away,,7,False,False,True,False,False,False,,,,0.2742474916387959,,,,250.0,7.0,0.2742474916387959,,,,,,,0.0,,,,,,,,0.0,0.0,0.05,,0.0,0.0,0.0,0.5,0,-0.225752508361204,0.0,1.0,0.12,0.1,0.1,0.0,1.0
16,2025-12-21 00:00:00,1:00 PM,CLE,BUF,Home,,7,False,False,True,False,False,False,,,,0.2340978954835658,,,,310.0,8.5,0.2340978954835658,,,,,,,0.0,,,,,,,,0.0,0.1,0.05,,0.0,0.0,0.0,0.5,0,-0.2659021045164342,0.0,1.0,0.12,0.1,0.1,0.0,1.0
17,2025-12-28 00:00:00,1:00 PM,CLE,PIT,Home,,7,False,False,True,False,False,False,,,,0.448558885283451,,,,114.0,2.5,0.448558885283451,,,,,,,0.0,,,,,,,,0.2160856513213832,0.1,0.05,,0.0,0.0,0.0,0.5,0,-0.051441114716549,0.297117770566902,1.0,0.12,0.1,0.1,0.297117770566902,1.0
18,2026-01-04 00:00:00,1:00 PM,CLE,CIN,Away,,7,False,False,True,False,False,False,,,,0.5,,,,,,,,,,,,,0.0,,,,,,,,0.2909090909090909,0.0,0.05,,0.0,0.0,0.0,0.0,0,0.5,1.0,1.0,0.12,0.1,0.1,1.0,1.0
