week,date,team,opponent,home_or_away,time,rest_days,reserved,is_locked_out,expected_avail,spot_value,projected_win_prob,notes_future,spot_quality,preferred,must_use,save_for_later,notes,spot_value_score
1,2025-09-04 00:00:00,PHI,DAL,Home,8:20 PM,,False,False,False,,,,,False,False,False,,
1,2025-09-05 00:00:00,LAC,KC,Home,8:00 PM,,False,False,False,,,,,False,False,False,,
1,2025-09-07 00:00:00,ATL,TB,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
1,2025-09-07 00:00:00,CLE,CIN,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
1,2025-09-07 00:00:00,IND,MIA,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
1,2025-09-07 00:00:00,JAX,CAR,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
1,2025-09-07 00:00:00,NO,ARI,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
1,2025-09-07 00:00:00,NE,LV,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
1,2025-09-07 00:00:00,NYJ,PIT,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
1,2025-09-07 00:00:00,WSH,NYG,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
1,2025-09-07 00:00:00,DEN,TEN,Home,4:05 PM,,False,False,False,,,,,False,False,False,,
1,2025-09-07 00:00:00,SEA,SF,Home,4:05 PM,,False,False,False,,,,,False,False,False,,
1,2025-09-07 00:00:00,GB,DET,Home,4:25 PM,,False,False,False,,,,,False,False,False,,
1,2025-09-07 00:00:00,LAR,HOU,Home,4:25 PM,,False,False,False,,,,,False,False,False,,
1,2025-09-07 00:00:00,BUF,BAL,Home,8:20 PM,,False,False,False,,,,,False,False,False,,
1,2025-09-08 00:00:00,CHI,MIN,Home,8:15 PM,,False,False,False,,,,,False,False,False,,
2,2025-09-11 00:00:00,GB,WSH,Home,8:15 PM,,False,False,False,,,,,False,False,False,,
2,2025-09-14 00:00:00,CIN,JAX,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
2,2025-09-14 00:00:00,DAL,NYG,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
2,2025-09-14 00:00:00,DET,CHI,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
2,2025-09-14 00:00:00,MIA,NE,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
2,2025-09-14 00:00:00,NO,SF,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
2,2025-09-14 00:00:00,NYJ,BUF,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
2,2025-09-14 00:00:00,TEN,LAR,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
2,2025-09-14 00:00:00,PIT,SEA,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
2,2025-09-14 00:00:00,BAL,CLE,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
2,2025-09-14 00:00:00,IND,DEN,Home,4:05 PM,,False,False,False,,,,,False,False,False,,
2,2025-09-14 00:00:00,ARI,CAR,Home,4:05 PM,,False,False,False,,,,,False,False,False,,
2,2025-09-14 00:00:00,KC,PHI,Home,4:25 PM,,False,False,False,,,,,False,False,False,,
2,2025-09-14 00:00:00,MIN,ATL,Home,8:20 PM,,False,False,False,,,,,False,False,False,,
2,2025-09-15 00:00:00,HOU,TB,Home,7:00 PM,,False,False,False,,,,,False,False,False,,
2,2025-09-15 00:00:00,LV,LAC,Home,10:00 PM,,False,False,False,,,,,False,False,False,,
3,2025-09-18 00:00:00,BUF,MIA,Home,8:15 PM,,False,False,False,,,,,False,False,False,,
3,2025-09-21 00:00:00,CAR,ATL,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
3,2025-09-21 00:00:00,CLE,GB,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
3,2025-09-21 00:00:00,JAX,HOU,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
3,2025-09-21 00:00:00,MIN,CIN,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
3,2025-09-21 00:00:00,NE,PIT,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
3,2025-09-21 00:00:00,TEN,IND,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
3,2025-09-21 00:00:00,PHI,LAR,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
3,2025-09-21 00:00:00,TB,NYJ,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
3,2025-09-21 00:00:00,WSH,LV,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
3,2025-09-21 00:00:00,LAC,DEN,Home,4:05 PM,,False,False,False,,,,,False,False,False,,
3,2025-09-21 00:00:00,SEA,NO,Home,4:05 PM,,False,False,False,,,,,False,False,False,,
3,2025-09-21 00:00:00,CHI,DAL,Home,4:25 PM,,False,False,False,,,,,False,False,False,,
3,2025-09-21 00:00:00,SF,ARI,Home,4:25 PM,,False,False,False,,,,,False,False,False,,
3,2025-09-21 00:00:00,NYG,KC,Home,8:20 PM,,False,False,False,,,,,False,False,False,,
3,2025-09-22 00:00:00,BAL,DET,Home,8:15 PM,,False,False,False,,,,,False,False,False,,
4,2025-09-25 00:00:00,ARI,SEA,Home,8:15 PM,,False,False,False,,,,,False,False,False,,
4,2025-09-28 00:00:00,PIT,MIN,Home,9:30 AM,,False,False,False,,,,,False,False,False,,
4,2025-09-28 00:00:00,ATL,WSH,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
4,2025-09-28 00:00:00,BUF,NO,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
4,2025-09-28 00:00:00,DET,CLE,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
4,2025-09-28 00:00:00,HOU,TEN,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
4,2025-09-28 00:00:00,NE,CAR,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
4,2025-09-28 00:00:00,NYG,LAC,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
4,2025-09-28 00:00:00,TB,PHI,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
4,2025-09-28 00:00:00,LAR,IND,Home,4:05 PM,,False,False,False,,,,,False,False,False,,
4,2025-09-28 00:00:00,SF,JAX,Home,4:05 PM,,False,False,False,,,,,False,False,False,,
4,2025-09-28 00:00:00,KC,BAL,Home,4:25 PM,,False,False,False,,,,,False,False,False,,
4,2025-09-28 00:00:00,LV,CHI,Home,4:25 PM,,False,False,False,,,,,False,False,False,,
4,2025-09-28 00:00:00,DAL,GB,Home,8:20 PM,,False,False,False,,,,,False,False,False,,
4,2025-09-29 00:00:00,MIA,NYJ,Home,7:15 PM,,False,False,False,,,,,False,False,False,,
4,2025-09-29 00:00:00,DEN,CIN,Home,8:15 PM,,False,False,False,,,,,False,False,False,,
5,2025-10-02 00:00:00,LAR,SF,Home,8:15 PM,,False,False,False,,,,,False,False,False,,
5,2025-10-05 00:00:00,CLE,MIN,Home,9:30 AM,,False,False,False,,,,,False,False,False,,
5,2025-10-05 00:00:00,CAR,MIA,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
5,2025-10-05 00:00:00,IND,LV,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
5,2025-10-05 00:00:00,NO,NYG,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
5,2025-10-05 00:00:00,NYJ,DAL,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
5,2025-10-05 00:00:00,PHI,DEN,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
5,2025-10-05 00:00:00,BAL,HOU,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
5,2025-10-05 00:00:00,ARI,TEN,Home,4:05 PM,,False,False,False,,,,,False,False,False,,
5,2025-10-05 00:00:00,SEA,TB,Home,4:05 PM,,False,False,False,,,,,False,False,False,,
5,2025-10-05 00:00:00,CIN,DET,Home,4:25 PM,,False,False,False,,,,,False,False,False,,
5,2025-10-05 00:00:00,LAC,WSH,Home,4:25 PM,,False,False,False,,,,,False,False,False,,
5,2025-10-05 00:00:00,BUF,NE,Home,8:20 PM,,False,False,False,,,,,False,False,False,,
5,2025-10-06 00:00:00,JAX,KC,Home,8:15 PM,,False,False,False,,,,,False,False,False,,
6,2025-10-09 00:00:00,NYG,PHI,Home,8:15 PM,,False,False,False,,,,,False,False,False,,
6,2025-10-12 00:00:00,NYJ,DEN,Home,9:30 AM,,False,False,False,,,,,False,False,False,,
6,2025-10-12 00:00:00,CAR,DAL,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
6,2025-10-12 00:00:00,IND,ARI,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
6,2025-10-12 00:00:00,JAX,SEA,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
6,2025-10-12 00:00:00,MIA,LAC,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
6,2025-10-12 00:00:00,PIT,CLE,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
6,2025-10-12 00:00:00,BAL,LAR,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
6,2025-10-12 00:00:00,TB,SF,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
6,2025-10-12 00:00:00,LV,TEN,Home,4:05 PM,,False,False,False,,,,,False,False,False,,
6,2025-10-12 00:00:00,GB,CIN,Home,4:25 PM,,False,False,False,,,,,False,False,False,,
6,2025-10-12 00:00:00,NO,NE,Home,4:25 PM,,False,False,False,,,,,False,False,False,,
6,2025-10-12 00:00:00,KC,DET,Home,8:20 PM,,False,False,False,,,,,False,False,False,,
6,2025-10-13 00:00:00,ATL,BUF,Home,7:15 PM,,False,False,False,,,,,False,False,False,,
6,2025-10-13 00:00:00,WSH,CHI,Home,8:15 PM,,False,False,False,,,,,False,False,False,,
7,2025-10-16 00:00:00,CIN,PIT,Home,8:15 PM,,False,False,False,,,,,False,False,False,,
7,2025-10-19 00:00:00,JAX,LAR,Home,9:30 AM,,False,False,False,,,,,False,False,False,,
7,2025-10-19 00:00:00,CHI,NO,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
7,2025-10-19 00:00:00,CLE,MIA,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
7,2025-10-19 00:00:00,KC,LV,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
7,2025-10-19 00:00:00,MIN,PHI,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
7,2025-10-19 00:00:00,NYJ,CAR,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
7,2025-10-19 00:00:00,TEN,NE,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
7,2025-10-19 00:00:00,DEN,NYG,Home,4:05 PM,,False,False,False,,,,,False,False,False,,
7,2025-10-19 00:00:00,LAC,IND,Home,4:05 PM,,False,False,False,,,,,False,False,False,,
7,2025-10-19 00:00:00,ARI,GB,Home,4:25 PM,,False,False,False,,,,,False,False,False,,
7,2025-10-19 00:00:00,DAL,WSH,Home,4:25 PM,,False,False,False,,,,,False,False,False,,
7,2025-10-19 00:00:00,SF,ATL,Home,8:20 PM,,False,False,False,,,,,False,False,False,,
7,2025-10-20 00:00:00,DET,TB,Home,7:00 PM,,False,False,False,,,,,False,False,False,,
7,2025-10-20 00:00:00,SEA,HOU,Home,10:00 PM,,False,False,False,,,,,False,False,False,,
8,2025-10-23 00:00:00,LAC,MIN,Home,8:15 PM,,False,False,False,,,,,False,False,False,,
8,2025-10-26 00:00:00,ATL,MIA,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
8,2025-10-26 00:00:00,CAR,BUF,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
8,2025-10-26 00:00:00,CIN,NYJ,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
8,2025-10-26 00:00:00,HOU,SF,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
8,2025-10-26 00:00:00,NE,CLE,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
8,2025-10-26 00:00:00,PHI,NYG,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
8,2025-10-26 00:00:00,BAL,CHI,Home,1:00 PM,,False,False,False,,,,,False,False,False,,
8,2025-10-26 00:00:00,NO,TB,Home,4:05 PM,,False,False,False,,,,,False,False,False,,
8,2025-10-26 00:00:00,IND,TEN,Home,4:25 PM,,False,False,False,,,,,False,False,False,,
8,2025-10-26 00:00:00,DEN,DAL,Home,4:25 PM,,False,False,False,,,,,False,False,False,,
8,2025-10-26 00:00:00,PIT,GB,Home,8:20 PM,,False,False,False,,,,,False,False,False,,
8,2025-10-27 00:00:00,KC,WSH,Home,8:15 PM,,False,False,False,,,,,False,False,False,,
9,2025-10-30 00:00:00,MIA,BAL,Home,8:15 PM,,False,False,False,,,,,False,False,False,,
